Image Name,Image Plane,Image Date and Time,Elapsed Time,Stage Label,Wavelength,Object #,Frame #,X,Y,Distance,Time Interval,Velocity,Absolute Angle,Distance To Origin,Delta X,Delta Y,Avgerage Intensity,Intensity S.D.,Minimum Intensity,Maximum Intensity,Total Intensity
Arab_Col-0_Ca_DV_020813_2_ok-C1,1,33:00.1,00:00.0,No Label,0,1,1,459.2867126,528.2036133,0,0,0,0,699.9595285,0,0,11981.62667,9276.493138,3079,33088,8986220
Arab_Col-0_Ca_DV_020813_2_ok-C1,2,33:01.0,00:00.9,No Label,0,1,2,459.3865662,528.1065674,0.139243064,4,0.034810766,134.1831799,699.9518295,0.099853516,-0.097045898,12245.89333,9123.806472,3022,31039,9184420
Arab_Col-0_Ca_DV_020813_2_ok-C1,3,33:01.1,00:01.0,No Label,0,1,3,459.5091553,527.8773804,0.259913017,4,0.064978254,151.8583891,699.8594091,0.122589111,-0.229187012,12308.38133,9226.442962,3079,31329,9231286
Arab_Col-0_Ca_DV_020813_2_ok-C1,4,33:01.3,00:01.2,No Label,0,1,4,459.9022217,527.6080933,0.476462745,4,0.119115686,124.4148816,699.9145331,0.393066406,-0.269287109,12479.51467,9095.989828,2914,31816,9359636
Arab_Col-0_Ca_DV_020813_2_ok-C1,5,33:01.4,00:01.3,No Label,0,1,5,460.1947327,527.2069702,0.496449772,4,0.124112443,143.899466,699.8045309,0.292510986,-0.401123047,12664.11467,9281.176103,2983,32478,9498086
Arab_Col-0_Ca_DV_020813_2_ok-C1,6,33:01.8,00:01.7,No Label,0,1,6,460.5074158,526.3704834,0.893017871,4,0.223254468,159.5041311,699.3804156,0.312683105,-0.836486816,12164.5,9131.335521,3043,31330,9123375
Arab_Col-0_Ca_DV_020813_2_ok-C1,7,33:01.8,00:01.7,No Label,0,1,7,461.1001282,525.5480957,1.013720629,4,0.253430157,144.2190227,699.1524362,0.592712402,-0.822387695,12571.39067,9141.012369,3049,30809,9428543
Arab_Col-0_Ca_DV_020813_2_ok-C1,8,33:01.9,00:01.8,No Label,0,1,8,461.6480408,525.2128906,0.642316635,4,0.160579159,121.4578002,699.2621068,0.547912598,-0.335205078,12204.38667,9069.336586,2985,30428,9153290
Arab_Col-0_Ca_DV_020813_2_ok-C1,9,33:02.0,00:01.9,No Label,0,1,9,462.226593,524.2819214,1.096095992,4,0.274023998,148.1411778,698.9456033,0.578552246,-0.930969238,12387.60667,9009.724216,3116,31172,9290705
Arab_Col-0_Ca_DV_020813_2_ok-C1,10,33:02.0,00:01.9,No Label,0,1,10,462.771698,523.2647095,1.154062181,4,0.288515545,151.8140973,698.5439146,0.54510498,-1.017211914,11945.784,8777.642891,3089,29980,8959338
