Image Name,Image Plane,Image Date and Time,Elapsed Time,Stage Label,Wavelength,Object #,Frame #,X,Y,Distance,Time Interval,Velocity,Absolute Angle,Distance To Origin,Delta X,Delta Y,Avgerage Intensity,Intensity S.D.,Minimum Intensity,Maximum Intensity,Total Intensity
tubo1_R3D.dv - C=1,33,49:34.4,00:00.3,No Label,0,1,33,382.7251282,214.0603027,0.618346096,4,0.154586524,-83.92031555,438.5206232,-0.614868164,0.065490723,20330.368,14257.5842,3617,44619,15247776
tubo1_R3D.dv - C=1,34,49:34.4,00:00.3,No Label,0,1,34,382.7678223,214.0773621,0.045976147,4,0.011494037,68.21983479,438.5662125,0.042694092,0.017059326,19584.59067,13332.20138,3669,42949,14688443
tubo1_R3D.dv - C=1,35,49:34.5,00:00.3,No Label,0,1,35,382.5888367,214.4520264,0.415221852,4,0.103805463,-25.53488063,438.5930797,-0.178985596,0.374664307,20331.26533,13642.05312,3322,44467,15248449
tubo1_R3D.dv - C=1,36,49:34.5,00:00.3,No Label,0,1,36,382.4231262,214.5750275,0.206371566,4,0.051592891,-53.41483202,438.5087113,-0.165710449,0.123001099,20502.344,15165.77287,3357,46498,15376758
tubo1_R3D.dv - C=1,37,49:34.5,00:00.3,No Label,0,1,37,382.0628357,214.2512817,0.484376465,4,0.121094116,-131.9419781,438.0360969,-0.360290527,-0.323745728,18856.65333,13202.94485,3577,43523,14142490
tubo1_R3D.dv - C=1,38,49:34.5,00:00.3,No Label,0,1,38,382.0640564,214.2571869,0.006030002,4,0.001507501,11.6795874,438.0400499,0.001220703,0.005905151,19011.644,13235.00411,3611,43643,14258733
tubo1_R3D.dv - C=1,39,49:34.5,00:00.3,No Label,0,1,39,381.9335327,214.4908142,0.267615687,4,0.066903922,-29.19138775,438.0405607,-0.130523682,0.233627319,21863.20133,15342.76013,3712,48026,16397401
tubo1_R3D.dv - C=1,40,49:34.5,00:00.4,No Label,0,1,40,382.0150146,214.3905792,0.129175686,4,0.032293921,140.8921433,438.0625433,0.081481934,-0.100234985,19140.92267,13259.01975,3696,42610,14355692
tubo1_R3D.dv - C=1,41,49:34.5,00:00.4,No Label,0,1,41,382.0645142,214.3031311,0.100485697,4,0.025121424,150.4883428,438.0629235,0.049499512,-0.08744812,18976.65733,13097.76192,3395,43767,14232493
tubo1_R3D.dv - C=1,42,49:34.5,00:00.4,No Label,0,1,42,381.7961731,214.3044891,0.268344501,4,0.067086125,-89.71011326,437.8295694,-0.268341064,0.001358032,19725.73467,13581.68336,3453,44492,14794301
tubo1_R3D.dv - C=1,43,49:34.5,00:00.4,No Label,0,1,43,381.8683472,214.5445557,0.250681142,4,0.062670285,16.73299713,438.0100466,0.072174072,0.240066528,20453.54533,14893.26005,3421,45726,15340159
tubo1_R3D.dv - C=1,44,49:34.5,00:00.4,No Label,0,1,44,382.0491943,214.3696747,0.251573162,4,0.06289329,134.0392523,438.0821205,0.180847168,-0.174880981,19109.90933,13294.70939,3453,45315,14332432
tubo1_R3D.dv - C=1,45,49:34.5,00:00.4,No Label,0,1,45,382.026947,214.3436127,0.034266185,4,0.008566546,-139.5150529,438.0499658,-0.022247314,-0.026062012,19015.92533,13118.65576,3387,43270,14261944
tubo1_R3D.dv - C=1,46,49:34.5,00:00.4,No Label,0,1,46,381.8771362,214.5525818,0.257121303,4,0.064280326,-35.63691955,438.0216405,-0.149810791,0.208969116,20986.47467,15290.13704,3598,47220,15739856
tubo1_R3D.dv - C=1,47,49:34.5,00:00.4,No Label,0,1,47,381.9527893,214.5099182,0.086853719,4,0.02171343,119.4203637,438.0667053,0.075653076,-0.042663574,19078.41867,13824.19374,3586,44310,14308814
tubo1_R3D.dv - C=1,48,49:34.6,00:00.4,No Label,0,1,48,382.1170044,214.4197998,0.187317705,4,0.046829426,118.757321,438.1657855,0.164215088,-0.090118408,18799.716,13039.24994,3556,41957,14099787
tubo1_R3D.dv - C=1,49,49:34.6,00:00.4,No Label,0,1,49,382.1126099,214.428894,0.01010035,4,0.002525088,-25.7908528,438.1664036,-0.004394531,0.009094238,18832.80267,12939.74578,3370,41454,14124602
tubo1_R3D.dv - C=1,50,49:34.6,00:00.4,No Label,0,1,50,382.0523071,214.6593475,0.238212576,4,0.059553144,-14.66381022,438.2266547,-0.060302734,0.230453491,20327.34667,14903.40849,3355,47713,15245510
tubo1_R3D.dv - C=1,51,49:34.6,00:00.4,No Label,0,1,51,382.1786804,214.4759674,0.222707161,4,0.05567679,145.4281154,438.2470586,0.126373291,-0.183380127,18818.99733,13155.66105,3502,41950,14114248
tubo1_R3D.dv - C=1,52,49:34.6,00:00.5,No Label,0,1,52,382.2705078,214.4759827,0.091827394,4,0.022956848,89.99055528,438.3271476,0.091827393,1.52588E-05,18719.49067,13053.71744,3412,42013,14039618
tubo1_R3D.dv - C=1,53,49:34.6,00:00.5,No Label,0,1,53,382.1221619,214.6485291,0.227549502,4,0.056887375,-40.68717593,438.2822579,-0.148345947,0.172546387,20588.30267,15306.73184,3573,48238,15441227
tubo1_R3D.dv - C=1,54,49:34.6,00:00.5,No Label,0,1,54,382.2627258,214.4521637,0.241490334,4,0.060372584,144.4039461,438.3087064,0.140563965,-0.196365356,18881.384,13339.56864,3451,42458,14161038
tubo1_R3D.dv - C=1,55,49:34.6,00:00.5,No Label,0,1,55,382.4365234,214.3712463,0.191711312,4,0.047927828,114.9660233,438.4207177,0.173797607,-0.080917358,18709.512,13275.43708,3366,42328,14032134
tubo1_R3D.dv - C=1,56,49:34.6,00:00.5,No Label,0,1,56,382.3727112,214.3908234,0.066747764,4,0.016686941,-72.94451898,438.3746291,-0.063812256,0.019577026,20456.68533,14765.56792,3449,46917,15342514
tubo1_R3D.dv - C=1,57,49:34.6,00:00.5,No Label,0,1,57,382.625,214.2204742,0.304414965,4,0.076103741,124.0279052,438.5114619,0.252288818,-0.170349121,19031.852,12993.14953,3387,42405,14273889
tubo1_R3D.dv - C=1,58,49:34.6,00:00.5,No Label,0,1,58,382.8676453,214.4532318,0.336233267,4,0.084058317,46.19153706,438.8368973,0.242645264,0.232757568,20053.624,13835.56465,3432,43739,15040218
tubo1_R3D.dv - C=1,59,49:34.6,00:00.5,No Label,0,1,59,383.0074463,214.4661102,0.14039295,4,0.035098237,84.73686025,438.9651653,0.139801025,0.012878418,20316.69333,14160.97313,3502,45938,15237520
tubo1_R3D.dv - C=1,60,49:34.6,00:00.5,No Label,0,1,60,383.0612183,214.3206329,0.155096964,4,0.038774241,159.7145873,438.9410332,0.053771973,-0.145477295,19322.49333,13410.61684,3549,44211,14491870
tubo1_R3D.dv - C=1,61,49:34.7,00:00.5,No Label,0,1,61,383.053009,214.481842,0.16141799,4,0.040354497,-2.915149283,439.0126061,-0.008209229,0.161209106,20299.08267,14300.18519,3451,45584,15224312
tubo1_R3D.dv - C=1,62,49:34.7,00:00.5,No Label,0,1,62,383.125824,214.3151703,0.181883174,4,0.045470793,156.4007548,438.9947485,0.072814941,-0.166671753,18953.68533,13126.6342,3400,41211,14215264
tubo1_R3D.dv - C=1,63,49:34.7,00:00.5,No Label,0,1,63,383.0749512,214.5486603,0.238967817,4,0.059741954,-12.29151891,439.0643983,-0.050872803,0.23348999,19670.15467,14385.37121,3345,45307,14752616
tubo1_R3D.dv - C=1,64,49:34.7,00:00.5,No Label,0,1,64,383.1549072,214.4402008,0.13474579,4,0.033686447,143.6025735,439.08118,0.079956055,-0.108459473,19116.296,13319.30676,3460,42033,14337222
tubo1_R3D.dv - C=1,65,49:34.7,00:00.6,No Label,0,1,65,383.2064514,214.4600677,0.055240374,4,0.013810093,68.92164112,439.1358617,0.051544189,0.019866943,18520.95467,12846.13382,3384,40607,13890716
tubo1_R3D.dv - C=1,66,49:34.7,00:00.6,No Label,0,1,66,383.2437134,214.6092682,0.153783045,4,0.038445761,14.02246704,439.241257,0.037261963,0.149200439,17849.85467,12662.56916,3428,39696,13387391
tubo1_R3D.dv - C=1,67,49:34.7,00:00.6,No Label,0,1,67,383.1229553,214.8664551,0.284126036,4,0.071031509,-25.15168521,439.2616446,-0.120758057,0.25718689,18215.65733,12850.88024,3334,40819,13661743
tubo1_R3D.dv - C=1,68,49:34.7,00:00.6,No Label,0,1,68,383.1680603,214.9435425,0.089313643,4,0.022328411,30.33256024,439.338695,0.04510498,0.077087402,18968.632,13543.73995,3401,41560,14226474
tubo1_R3D.dv - C=1,69,49:34.7,00:00.6,No Label,0,1,69,383.059082,214.9234772,0.110810109,4,0.027702527,-100.4326596,439.2338345,-0.108978271,-0.020065308,19103.29333,13623.04983,3544,42098,14327470
tubo1_R3D.dv - C=1,70,49:34.7,00:00.6,No Label,0,1,70,383.2296753,214.8191986,0.199940191,4,0.049985048,121.4363012,439.3316198,0.170593262,-0.104278564,18314.18133,13046.18274,3430,41725,13735636
tubo1_R3D.dv - C=1,71,49:34.7,00:00.6,No Label,0,1,71,383.2930298,214.8405762,0.066863981,4,0.016715995,71.35423813,439.3973371,0.063354492,0.021377563,18209.032,12973.71684,3362,40149,13656774
tubo1_R3D.dv - C=1,72,49:34.7,00:00.6,No Label,0,1,72,383.2594299,214.984726,0.148013882,4,0.037003471,-13.1208035,439.4385316,-0.033599854,0.14414978,18407.32933,13033.85023,3546,41319,13805497
tubo1_R3D.dv - C=1,73,49:34.7,00:00.6,No Label,0,1,73,383.2334595,214.9377136,0.053708694,4,0.013427174,-151.0830749,439.3928825,-0.025970459,-0.047012329,18593.652,13166.06137,3354,42439,13945239
tubo1_R3D.dv - C=1,74,49:34.8,00:00.6,No Label,0,1,74,383.1358337,214.8168335,0.155379499,4,0.038844875,-141.0749325,439.2486073,-0.097625732,-0.120880127,18939.292,13488.08172,3452,43399,14204469
tubo1_R3D.dv - C=1,75,49:34.8,00:00.6,No Label,0,1,75,383.0264893,215.0276337,0.237471952,4,0.059367988,-27.41631409,439.2563884,-0.109344482,0.210800171,20046.092,14273.09565,3444,45175,15034569
tubo1_R3D.dv - C=1,76,49:34.8,00:00.6,No Label,0,1,76,383.0634766,215.2283478,0.204093643,4,0.051023411,10.44125348,439.3869238,0.036987305,0.200714111,20830.24533,14943.79726,3613,46716,15622684
tubo1_R3D.dv - C=1,77,49:34.8,00:00.6,No Label,0,1,77,383.126709,215.2270508,0.063245722,4,0.015811431,91.17513938,439.4414165,0.063232422,-0.001296997,19161.71467,13513.3789,3465,42213,14371286
tubo1_R3D.dv - C=1,78,49:34.8,00:00.7,No Label,0,1,78,383.2993774,215.2729645,0.178668586,4,0.044667146,75.10930705,439.614447,0.172668457,0.045913696,18781.04,13284.23223,3492,41697,14085780
tubo1_R3D.dv - C=1,79,49:34.8,00:00.7,No Label,0,1,79,383.22052,215.3011932,0.083757721,4,0.02093943,-70.30410712,439.559519,-0.078857422,0.02822876,18656.044,13105.37327,3420,42235,13992033
tubo1_R3D.dv - C=1,80,49:34.8,00:00.7,No Label,0,1,80,383.2061768,215.4271393,0.126760149,4,0.031690037,-6.497096458,439.6087195,-0.014343262,0.125946045,18737.31333,13107.21567,3485,41809,14052985
tubo1_R3D.dv - C=1,81,49:34.8,00:00.7,No Label,0,1,81,383.1832275,215.3968658,0.037988783,4,0.009497196,-142.8356458,439.5738797,-0.022949219,-0.030273438,18894.96133,13140.36071,3460,42146,14171221
tubo1_R3D.dv - C=1,82,49:34.8,00:00.7,No Label,0,1,82,383.1427002,215.366745,0.050494863,4,0.012623716,-126.6206833,439.5237918,-0.040527344,-0.03012085,18969.79467,13163.67787,3401,42787,14227346
tubo1_R3D.dv - C=1,83,49:34.8,00:00.7,No Label,0,1,83,383.1483154,215.4068756,0.040521564,4,0.010130391,7.965343742,439.5483519,0.005615234,0.040130615,19104.53333,13225.20801,3392,42443,14328400
tubo1_R3D.dv - C=1,84,49:34.8,00:00.7,No Label,0,1,84,383.0752258,215.6115875,0.217368483,4,0.054342121,-19.64842962,439.5850149,-0.0730896,0.204711914,18436.81067,13147.66846,3579,42161,13827608
tubo1_R3D.dv - C=1,85,49:34.9,00:00.7,No Label,0,1,85,382.9341125,215.8185883,0.250523974,4,0.062630993,-34.28244989,439.5636445,-0.141113281,0.207000732,18537.74667,13113.30256,3245,40915,13903310
tubo1_R3D.dv - C=1,86,49:34.9,00:00.7,No Label,0,1,86,382.9295044,215.8217926,0.005612746,4,0.001403186,-55.18667637,439.5612034,-0.004608154,0.003204346,18664.624,13128.16555,3459,42403,13998468
tubo1_R3D.dv - C=1,87,49:34.9,00:00.7,No Label,0,1,87,382.8772278,215.8137054,0.052898452,4,0.013224613,-98.79399428,439.5116916,-0.052276611,-0.008087158,18886.78533,13278.64436,3541,42060,14165089
tubo1_R3D.dv - C=1,88,49:34.9,00:00.7,No Label,0,1,88,382.8710938,215.936554,0.123001557,4,0.030750389,-2.858503256,439.5666841,-0.006134033,0.122848511,19274.68667,13599.13516,3542,43029,14456015
tubo1_R3D.dv - C=1,89,49:34.9,00:00.8,No Label,0,1,89,382.8724365,216.0792236,0.142675997,4,0.035668999,0.539238929,439.6379573,0.001342773,0.142669678,19610.86667,13904.39853,3642,43938,14708150
tubo1_R3D.dv - C=1,90,49:34.9,00:00.8,No Label,0,1,90,382.7225037,216.1122284,0.153522562,4,0.038380641,-77.58552804,439.5236172,-0.149932861,0.033004761,19898.16667,14014.02256,3212,44587,14923625
tubo1_R3D.dv - C=1,91,49:34.9,00:00.8,No Label,0,1,91,382.6557617,216.0724945,0.077674119,4,0.01941853,-120.7669666,439.4459635,-0.066741943,-0.039733887,19940.51467,14054.93124,3406,43441,14955386
tubo1_R3D.dv - C=1,92,49:34.9,00:00.8,No Label,0,1,92,382.6257629,215.9625702,0.113944206,4,0.028486052,-164.7355992,439.3658,-0.029998779,-0.109924316,19903.25333,13904.71847,3549,44211,14927440
tubo1_R3D.dv - C=1,93,49:34.9,00:00.8,No Label,0,1,93,382.6946411,216.1376038,0.188098254,4,0.047024564,21.48035436,439.5118339,0.068878174,0.175033569,20144.848,14041.05291,3424,43793,15108636
tubo1_R3D.dv - C=1,94,49:34.9,00:00.8,No Label,0,1,94,382.5088501,216.0867767,0.192617985,4,0.048154496,-105.3001911,439.3250681,-0.185791016,-0.050827026,20435.79733,14208.68511,3470,43744,15326848
tubo1_R3D.dv - C=1,95,49:34.9,00:00.8,No Label,0,1,95,382.4487,216.1561584,0.091825173,4,0.022956293,-40.92353131,439.3068323,-0.060150146,0.069381714,20561.07467,15036.33694,3403,47538,15420806
tubo1_R3D.dv - C=1,96,49:35.0,00:00.8,No Label,0,1,96,381.962738,216.3093872,0.509546892,4,0.127386723,-72.49946532,438.9593196,-0.485961914,0.15322876,21613.95733,15879.25166,3753,48297,16210468
tubo1_R3D.dv - C=1,97,49:35.0,00:00.8,No Label,0,1,97,382.0451965,216.1580811,0.172316439,4,0.04307911,151.4107239,438.9565448,0.082458496,-0.151306152,21237.52267,15628.65518,3275,46676,15928142
tubo1_R3D.dv - C=1,98,49:35.0,00:00.8,No Label,0,1,98,382.1914673,215.8324738,0.356952723,4,0.089238181,155.809351,438.9236544,0.146270752,-0.3256073,19800.70667,14499.76721,3689,46951,14850530
tubo1_R3D.dv - C=1,99,49:35.0,00:00.8,No Label,0,1,99,382.2952881,215.6187592,0.237597746,4,0.059399436,154.0900286,438.90903,0.103820801,-0.2137146,19422.62,14230.3567,3269,44838,14566965
tubo1_R3D.dv - C=1,100,49:35.0,00:00.9,No Label,0,1,100,382.2386169,215.720993,0.116890487,4,0.029222622,-29.00087068,438.9099078,-0.056671143,0.102233887,20293.61867,14871.16846,3326,47506,15220214
tubo1_R3D.dv - C=1,101,49:35.0,00:00.9,No Label,0,1,101,382.242218,215.7307281,0.010379791,4,0.002594948,20.29975123,438.9178286,0.003601074,0.009735107,21575.88267,16046.79982,3531,49900,16181912
tubo1_R3D.dv - C=1,102,49:35.0,00:00.9,No Label,0,1,102,382.187561,215.4454956,0.290422089,4,0.072605522,-169.1524774,438.7300917,-0.054656982,-0.285232544,20482.116,14474.65042,3670,45074,15361587
tubo1_R3D.dv - C=1,103,49:35.0,00:00.9,No Label,0,1,103,382.1496277,215.4342804,0.039556541,4,0.009889135,-106.4707027,438.6915398,-0.03793335,-0.01121521,21034.79333,14831.1391,3560,48357,15776095
tubo1_R3D.dv - C=1,104,49:35.0,00:00.9,No Label,0,1,104,382.1484985,215.4352112,0.001463333,4,0.000365833,-50.50045413,438.6910133,-0.00112915,0.000930786,21300.13733,15027.32306,3491,47106,15975103
tubo1_R3D.dv - C=1,105,49:35.0,00:00.9,No Label,0,1,105,382.0569458,215.497345,0.110645881,4,0.02766147,-55.83661646,438.641785,-0.091552734,0.062133789,20691.10933,14509.6821,3485,45710,15518332
tubo1_R3D.dv - C=1,106,49:35.0,00:00.9,No Label,0,1,106,382.0646667,215.5036163,0.00994701,4,0.002486753,50.91471091,438.6515909,0.007720947,0.006271362,20287.36667,14890.30916,3399,46936,15215525
tubo1_R3D.dv - C=1,107,49:35.1,00:00.9,No Label,0,1,107,382.0506287,215.4263916,0.078490299,4,0.019622575,-169.6972894,438.6014285,-0.014038086,-0.077224731,20642.796,14384.84078,3515,45692,15482097
tubo1_R3D.dv - C=1,108,49:35.1,00:00.9,No Label,0,1,108,382.0541382,215.4876556,0.061364478,4,0.015341119,3.278618618,438.6345794,0.003509521,0.061264038,20896.90667,14662.28692,3613,44915,15672680
tubo1_R3D.dv - C=1,109,49:35.1,00:00.9,No Label,0,1,109,382.0702209,215.4564972,0.035064286,4,0.008766071,152.6991273,438.6332818,0.016082764,-0.031158447,20818.82,14586.14163,3486,45670,15614115
tubo1_R3D.dv - C=1,110,49:35.1,00:00.9,No Label,0,1,110,382.0860901,215.3135223,0.143852836,4,0.035963209,173.6666664,438.5768954,0.015869141,-0.142974854,20416.15067,14345.51945,3286,45664,15312113
tubo1_R3D.dv - C=1,111,49:35.1,00:01.0,No Label,0,1,111,382.0499573,215.438385,0.12998564,4,0.03249641,-16.13942194,438.6067345,-0.036132813,0.124862671,21019.77467,14734.17137,3463,45806,15764831
tubo1_R3D.dv - C=1,112,49:35.1,00:01.0,No Label,0,1,112,382.0375671,215.2648773,0.173949516,4,0.043487379,-175.9156061,438.5107412,-0.012390137,-0.17350769,20777.98933,14561.72222,3398,45895,15583492
tubo1_R3D.dv - C=1,113,49:35.1,00:01.0,No Label,0,1,113,382.0558472,215.2419586,0.029315974,4,0.007328994,141.424145,438.5154172,0.018280029,-0.022918701,20406.728,14181.58749,3715,45368,15305046
tubo1_R3D.dv - C=1,114,49:35.1,00:01.0,No Label,0,1,114,381.9521484,215.4394379,0.223050398,4,0.0557626,-27.70452827,438.5220577,-0.10369873,0.197479248,20893.10933,14536.74867,3562,45367,15669832
tubo1_R3D.dv - C=1,115,49:35.1,00:01.0,No Label,0,1,115,381.8648682,215.3885956,0.101008832,4,0.025252208,-120.2216494,438.4210586,-0.087280273,-0.050842285,21456.072,14927.87876,3490,47771,16092054
tubo1_R3D.dv - C=1,116,49:35.1,00:01.0,No Label,0,1,116,381.8725586,215.3867798,0.007901887,4,0.001975472,103.2849537,438.426865,0.00769043,-0.001815796,20885.40533,14454.69667,3516,44569,15664054
tubo1_R3D.dv - C=1,117,49:35.1,00:01.0,No Label,0,1,117,381.8253174,215.3709564,0.049820788,4,0.012455197,-108.5182788,438.3779441,-0.047241211,-0.015823364,21007.82267,14526.67515,3526,45501,15755867
tubo1_R3D.dv - C=1,118,49:35.2,00:01.0,No Label,0,1,118,381.780304,215.374527,0.045154818,4,0.011288704,-85.46475058,438.3404925,-0.045013428,0.003570557,21731.11733,15003.63062,3371,47054,16298338
tubo1_R3D.dv - C=1,119,49:35.2,00:01.0,No Label,0,1,119,381.7848206,215.3705292,0.006031759,4,0.00150794,131.5132813,438.3424621,0.004516602,-0.003997803,21191.87333,14609.75234,3724,45663,15893905
tubo1_R3D.dv - C=1,120,49:35.2,00:01.0,No Label,0,1,120,381.8684692,215.4047241,0.090368115,4,0.022592029,67.76568588,438.432119,0.083648682,0.034194946,20995.86533,14427.36378,3631,45505,15746899
tubo1_R3D.dv - C=1,121,49:35.2,00:01.0,No Label,0,1,121,381.7910156,215.540329,0.156165745,4,0.039041436,-29.73379625,438.4313094,-0.077453613,0.135604858,21225.032,15170.53724,3415,48257,15918774
