Image Name,Image Plane,Image Date and Time,Elapsed Time,Stage Label,Wavelength,Object #,Frame #,X,Y,Distance,Time Interval,Velocity,Absolute Angle,Distance To Origin,Delta X,Delta Y,Avgerage Intensity,Intensity S.D.,Minimum Intensity,Maximum Intensity,Total Intensity
tubo4_R3D.dv - C=1,20,39:26.2,00:00.2,No Label,0,1,20,314.3395691,134.0301819,0.119141286,4,0.029785321,97.34354052,341.7213109,0.118164063,-0.015228271,22155.24667,16114.05961,3732,51437,16616435
tubo4_R3D.dv - C=1,21,39:26.2,00:00.2,No Label,0,1,21,314.4215088,134.0144043,0.08344487,4,0.020861217,100.8990666,341.7904998,0.081939697,-0.015777588,24003.82933,17668.01806,3944,56296,18002872
tubo4_R3D.dv - C=1,22,39:26.2,00:00.2,No Label,0,1,22,314.5103149,134.0066986,0.089139836,4,0.022284959,94.95920038,341.869176,0.088806152,-0.007705688,22884.92267,17509.84668,3800,56517,17163692
tubo4_R3D.dv - C=1,23,39:26.2,00:00.2,No Label,0,1,23,314.2750244,133.9095917,0.254541527,4,0.063635382,-112.4265616,341.6146509,-0.235290527,-0.097106934,21868.38133,15826.08465,3680,51882,16401286
tubo4_R3D.dv - C=1,24,39:26.2,00:00.2,No Label,0,1,24,314.1828003,133.8975525,0.093006615,4,0.023251654,-97.43756923,341.5250892,-0.092224121,-0.012039185,21494.33733,15513.15395,3709,50138,16120753
tubo4_R3D.dv - C=1,25,39:26.2,00:00.3,No Label,0,1,25,314.2936707,133.9337921,0.11664282,4,0.029160705,71.89931177,341.6412915,0.110870361,0.036239624,21456.40133,15286.65519,3562,49039,16092301
tubo4_R3D.dv - C=1,26,39:26.2,00:00.3,No Label,0,1,26,314.2475891,133.9679413,0.057355683,4,0.014338921,-53.45939493,341.6122898,-0.046081543,0.03414917,21577.6,15310.43989,4026,48711,16183200
tubo4_R3D.dv - C=1,27,39:26.2,00:00.3,No Label,0,1,27,314.372406,134.0083618,0.131198615,4,0.032799654,72.05610435,341.74296,0.124816895,0.040420532,21844.03467,15605.23787,3850,51462,16383026
tubo4_R3D.dv - C=1,28,39:26.3,00:00.3,No Label,0,1,28,314.6262512,134.1014862,0.270387768,4,0.067596942,69.8542436,342.0129918,0.253845215,0.09312439,21350.64133,15720.9714,3505,49224,16012981
tubo4_R3D.dv - C=1,29,39:26.3,00:00.3,No Label,0,1,29,314.7766724,133.9957123,0.183887584,4,0.045971896,125.1144261,342.1099302,0.150421143,-0.105773926,21651.31467,15982.16126,3820,50059,16238486
tubo4_R3D.dv - C=1,30,39:26.3,00:00.3,No Label,0,1,30,315.1773376,134.0906677,0.411763531,4,0.102940883,76.66726925,342.5157826,0.400665283,0.094955444,24143.45067,17938.84921,3732,55810,18107588
tubo4_R3D.dv - C=1,31,39:26.3,00:00.3,No Label,0,1,31,315.0145874,134.0599976,0.165614918,4,0.041403729,-100.6722737,342.3540174,-0.162750244,-0.030670166,24054.31733,18008.64574,4105,57860,18040738
tubo4_R3D.dv - C=1,32,39:26.3,00:00.3,No Label,0,1,32,314.8274536,134.0096588,0.193786079,4,0.04844652,-105.056178,342.1621168,-0.187133789,-0.050338745,22874.596,17022.2876,4037,54666,17155947
tubo4_R3D.dv - C=1,33,39:26.3,00:00.3,No Label,0,1,33,314.7701416,133.9702759,0.06953907,4,0.017384767,-124.495678,342.0939591,-0.057312012,-0.039382935,21696.204,15912.57776,3817,53092,16272153
tubo4_R3D.dv - C=1,34,39:26.3,00:00.3,No Label,0,1,34,314.590271,134.0241089,0.187753635,4,0.046938409,-73.33828225,341.9495582,-0.179870605,0.053833008,21440.38933,15628.49377,3874,50139,16080292
tubo4_R3D.dv - C=1,35,39:26.3,00:00.3,No Label,0,1,35,314.6959534,134.012146,0.106357297,4,0.026589324,96.45828141,342.0421002,0.105682373,-0.011962891,21470.24533,15496.43088,4042,49456,16102684
tubo4_R3D.dv - C=1,36,39:26.3,00:00.3,No Label,0,1,36,314.7323303,134.0377808,0.044501954,4,0.011125489,54.82777032,342.0856127,0.036376953,0.025634766,21705.57467,15624.43103,3837,51010,16279181
tubo4_R3D.dv - C=1,37,39:26.3,00:00.3,No Label,0,1,37,314.8823853,134.1293945,0.175811164,4,0.043952791,58.59452842,342.2595667,0.150054932,0.09161377,22264.19067,15989.75153,3802,51231,16698143
tubo4_R3D.dv - C=1,38,39:26.3,00:00.4,No Label,0,1,38,315.2016296,134.1378479,0.319356285,4,0.079839071,88.48327681,342.5566078,0.319244385,0.008453369,24576.94667,17864.58446,3782,56069,18432710
tubo4_R3D.dv - C=1,39,39:26.3,00:00.4,No Label,0,1,39,315.0733032,134.134903,0.128360203,4,0.032090051,-91.31471979,342.4373791,-0.128326416,-0.002944946,23105.54667,16620.83269,3606,52297,17329160
tubo4_R3D.dv - C=1,40,39:26.3,00:00.4,No Label,0,1,40,314.9662476,134.1707764,0.112906231,4,0.028226558,-71.47451186,342.3529383,-0.107055664,0.035873413,22262.23467,15927.47138,3675,51247,16696676
tubo4_R3D.dv - C=1,41,39:26.4,00:00.4,No Label,0,1,41,314.9501343,134.1217194,0.051635528,4,0.012908882,-161.8168358,342.3188903,-0.016113281,-0.049057007,22055.05467,15741.50255,3717,50553,16541291
tubo4_R3D.dv - C=1,42,39:26.4,00:00.4,No Label,0,1,42,314.9890137,134.1635284,0.057092965,4,0.014273241,42.92061883,342.371043,0.038879395,0.041809082,22158.228,15749.8484,3771,51249,16618671
tubo4_R3D.dv - C=1,43,39:26.4,00:00.4,No Label,0,1,43,315.1679993,134.1918335,0.181209877,4,0.045302469,81.01364678,342.5468084,0.178985596,0.028305054,22496.248,15885.05579,3795,50227,16872186
tubo4_R3D.dv - C=1,44,39:26.4,00:00.4,No Label,0,1,44,315.6176758,134.3466034,0.475565651,4,0.118891413,71.00759471,343.0211759,0.449676514,0.154769897,23435.44933,17302.0448,4164,55724,17576587
tubo4_R3D.dv - C=1,45,39:26.4,00:00.4,No Label,0,1,45,315.6057739,134.3648071,0.021749256,4,0.005437314,-33.17724568,343.0173551,-0.011901855,0.018203735,23848.35733,17584.91876,4002,54670,17886268
tubo4_R3D.dv - C=1,46,39:26.4,00:00.4,No Label,0,1,46,315.5431213,134.3293457,0.071992079,4,0.01799802,-119.5100043,342.9458187,-0.062652588,-0.035461426,22467.36667,16425.73596,3685,52504,16850525
tubo4_R3D.dv - C=1,47,39:26.4,00:00.4,No Label,0,1,47,315.5065002,134.3497009,0.041897967,4,0.010474492,-60.93328696,342.9200983,-0.036621094,0.020355225,21873.95067,15877.60205,3843,52057,16405463
tubo4_R3D.dv - C=1,48,39:26.4,00:00.4,No Label,0,1,48,315.4775391,134.3289642,0.035619665,4,0.008904916,-125.6034082,342.8853282,-0.028961182,-0.020736694,23055.552,16044.51396,3897,51844,17291664
tubo4_R3D.dv - C=1,49,39:26.4,00:00.4,No Label,0,1,49,315.3830566,134.3518219,0.097208029,4,0.024302007,-76.40008599,342.8073577,-0.094482422,0.022857666,23419.22267,16391.01145,4055,52249,17564417
tubo4_R3D.dv - C=1,50,39:26.4,00:00.4,No Label,0,1,50,315.8522949,134.3514709,0.469238412,4,0.117309603,90.04292864,343.2389692,0.469238281,-0.000350952,24540.36,17974.48461,4097,56807,18405270
tubo4_R3D.dv - C=1,51,39:26.4,00:00.5,No Label,0,1,51,315.8430786,134.2862244,0.065894285,4,0.016473571,-171.9601069,343.2049539,-0.009216309,-0.065246582,24387.09067,17851.00717,4000,56095,18290318
tubo4_R3D.dv - C=1,52,39:26.4,00:00.5,No Label,0,1,52,315.7445679,134.2685547,0.100082885,4,0.025020721,-100.1689816,343.1073839,-0.098510742,-0.017669678,22583.11867,16307.39051,4059,55255,16937339
tubo4_R3D.dv - C=1,53,39:26.4,00:00.5,No Label,0,1,53,315.8226929,134.2543488,0.079406071,4,0.019851518,100.305916,343.173722,0.078125,-0.014205933,22503.26667,16011.53167,4093,51667,16877450
tubo4_R3D.dv - C=1,54,39:26.5,00:00.5,No Label,0,1,54,315.6993408,134.2499847,0.123429223,4,0.030857306,-92.02627285,343.0584968,-0.123352051,-0.004364014,22438.35067,15962.16216,4228,52206,16828763
tubo4_R3D.dv - C=1,55,39:26.5,00:00.5,No Label,0,1,55,315.8716125,134.2896729,0.176784316,4,0.044196079,77.02657653,343.2325623,0.172271729,0.03968811,22669.276,16058.0203,4212,51008,17001957
tubo4_R3D.dv - C=1,56,39:26.5,00:00.5,No Label,0,1,56,316.2720642,134.3354492,0.403059559,4,0.10076489,83.47879102,343.6190209,0.40045166,0.045776367,24350.12133,17208.53426,3958,54695,18262591
tubo4_R3D.dv - C=1,57,39:26.5,00:00.5,No Label,0,1,57,316.3180542,134.2651978,0.083966348,4,0.020991587,146.7894354,343.6338964,0.04598999,-0.070251465,24810.328,17551.00907,4074,55698,18607746
tubo4_R3D.dv - C=1,58,39:26.5,00:00.5,No Label,0,1,58,316.1899414,134.3063507,0.134560222,4,0.033640056,-72.19177581,343.532058,-0.128112793,0.041152954,22701.55467,15839.65415,4214,50241,17026166
tubo4_R3D.dv - C=1,59,39:26.5,00:00.5,No Label,0,1,59,316.1986389,134.3544159,0.048845765,4,0.012211441,10.25682851,343.5588571,0.00869751,0.048065186,22619.15333,15757.27363,3815,49296,16964365
tubo4_R3D.dv - C=1,60,39:26.5,00:00.5,No Label,0,1,60,316.254303,134.3345184,0.059113423,4,0.014778356,109.6698344,343.6023094,0.055664063,-0.019897461,22728.624,15707.37998,4031,50434,17046468
tubo4_R3D.dv - C=1,61,39:26.5,00:00.5,No Label,0,1,61,316.4309082,134.3418121,0.176755773,4,0.044188943,87.63513299,343.7677154,0.176605225,0.007293701,23217.452,16072.08913,3678,50500,17413089
tubo4_R3D.dv - C=1,62,39:26.5,00:00.5,No Label,0,1,62,316.6270752,134.4198456,0.211117758,4,0.052779439,68.30784442,343.9787779,0.196166992,0.078033447,25409.376,18625.93487,4210,60404,19057032
tubo4_R3D.dv - C=1,63,39:26.5,00:00.5,No Label,0,1,63,316.6173401,134.3149567,0.105339722,4,0.02633493,-174.6975171,343.9288409,-0.009735107,-0.104888916,22729.87067,16441.45207,4056,51783,17047403
tubo4_R3D.dv - C=1,64,39:26.5,00:00.6,No Label,0,1,64,316.559845,134.3027649,0.05877353,4,0.014693382,-101.97225,343.8711504,-0.057495117,-0.012191772,22208.37867,16005.99,3779,51000,16656284
tubo4_R3D.dv - C=1,65,39:26.5,00:00.6,No Label,0,1,65,316.6172791,134.2602386,0.071464364,4,0.017866091,126.5176755,343.9074193,0.057434082,-0.042526245,22235.788,16026.65626,3851,51053,16676841
tubo4_R3D.dv - C=1,66,39:26.5,00:00.6,No Label,0,1,66,316.598999,134.2749329,0.023453771,4,0.005863443,-51.20633939,343.8963271,-0.018280029,0.014694214,22387.712,16122.74688,3950,52119,16790784
tubo4_R3D.dv - C=1,67,39:26.6,00:00.6,No Label,0,1,67,316.7244873,134.2502747,0.127887981,4,0.031971995,101.1169591,344.0022342,0.125488281,-0.024658203,24437.21467,17817.6734,4211,56028,18327911
tubo4_R3D.dv - C=1,68,39:26.6,00:00.6,No Label,0,1,68,316.8779907,134.2010193,0.161212254,4,0.040303064,107.7902152,344.1243592,0.153503418,-0.049255371,24324.50133,17626.37287,3986,54706,18243376
tubo4_R3D.dv - C=1,69,39:26.6,00:00.6,No Label,0,1,69,316.6109619,134.1890411,0.267297326,4,0.066824332,-92.5684814,343.873814,-0.267028809,-0.011978149,22826.012,16449.08515,4037,53074,17119509
tubo4_R3D.dv - C=1,70,39:26.6,00:00.6,No Label,0,1,70,316.6479492,134.0995636,0.096820921,4,0.02420523,157.5414138,343.8729659,0.036987305,-0.089477539,22445.01733,16062.04909,3848,53074,16833763
tubo4_R3D.dv - C=1,71,39:26.6,00:00.6,No Label,0,1,71,316.6890869,134.2648621,0.170340516,4,0.042585129,13.97525996,343.9753348,0.041137695,0.165298462,22939.38267,16230.33352,3966,52263,17204537
tubo4_R3D.dv - C=1,72,39:26.6,00:00.6,No Label,0,1,72,316.9460449,134.1287842,0.290765554,4,0.072691389,117.9045611,344.1588676,0.256958008,-0.136077881,23922.27733,17174.07039,4033,53093,17941708
tubo4_R3D.dv - C=1,73,39:26.6,00:00.6,No Label,0,1,73,316.9410095,134.1330719,0.006613607,4,0.001653402,-49.58514426,344.1559014,-0.0050354,0.00428772,24402.86,17504.05575,4076,55764,18302145
tubo4_R3D.dv - C=1,74,39:26.6,00:00.6,No Label,0,1,74,316.894043,134.1273193,0.047317534,4,0.011829384,-96.98301071,344.1104071,-0.046966553,-0.005752563,22726.92267,16183.47252,4060,50954,17045192
tubo4_R3D.dv - C=1,75,39:26.6,00:00.6,No Label,0,1,75,316.8562927,134.1127472,0.040465149,4,0.010116287,-111.1074077,344.0699627,-0.037750244,-0.014572144,22405.71333,15892.74033,4034,50971,16804285
tubo4_R3D.dv - C=1,76,39:26.6,00:00.6,No Label,0,1,76,316.81427,134.0860138,0.049805445,4,0.012451361,-122.4632179,344.0208435,-0.042022705,-0.026733398,22565.81467,15913.64825,4062,51623,16924361
tubo4_R3D.dv - C=1,77,39:26.6,00:00.7,No Label,0,1,77,317.3092957,134.1811066,0.504076398,4,0.126019099,79.12620002,344.5138001,0.495025635,0.095092773,25494.728,18145.26105,4141,56969,19121046
tubo4_R3D.dv - C=1,78,39:26.6,00:00.7,No Label,0,1,78,317.1572266,134.1645203,0.152970959,4,0.03824274,-96.22477404,344.3672819,-0.152069092,-0.016586304,23576.664,16612.00239,4008,52128,17682498
tubo4_R3D.dv - C=1,79,39:26.6,00:00.7,No Label,0,1,79,317.0728455,134.0938416,0.110071117,4,0.027517779,-129.9500895,344.2620334,-0.084381104,-0.070678711,23091.99733,16257.50983,3948,52345,17318998
tubo4_R3D.dv - C=1,80,39:26.7,00:00.7,No Label,0,1,80,317.0132751,134.0603485,0.068340369,4,0.017085092,-119.3467045,344.1941221,-0.059570313,-0.033493042,22706.90267,16049.8122,3976,51658,17030177
tubo4_R3D.dv - C=1,81,39:26.7,00:00.7,No Label,0,1,81,317.1344604,134.0803528,0.122825276,4,0.030706319,80.6266799,344.3135301,0.121185303,0.020004272,23722.49467,16655.45156,4049,53258,17791871
tubo4_R3D.dv - C=1,82,39:26.7,00:00.7,No Label,0,1,82,317.1543884,134.139389,0.062308938,4,0.015577234,18.65237956,344.3548777,0.019927979,0.059036255,25614.75733,18225.7222,4335,57492,19211068
tubo4_R3D.dv - C=1,83,39:26.7,00:00.7,No Label,0,1,83,317.0302734,134.1529236,0.12485077,4,0.031212692,-83.77664647,344.2458441,-0.12411499,0.013534546,23192.34667,16282.02097,3933,52272,17394260
tubo4_R3D.dv - C=1,84,39:26.7,00:00.7,No Label,0,1,84,316.9122009,134.0841522,0.136640469,4,0.034160117,-120.2187729,344.1103064,-0.11807251,-0.068771362,22646.58933,15788.8899,4070,51982,16984942
tubo4_R3D.dv - C=1,85,39:26.7,00:00.7,No Label,0,1,85,316.9968872,134.0776062,0.084938897,4,0.021234724,94.42009962,344.1857507,0.084686279,-0.006546021,22857.38933,15757.89994,4235,50894,17143042
tubo4_R3D.dv - C=1,86,39:26.7,00:00.7,No Label,0,1,86,317.2460938,134.1274109,0.254134626,4,0.063533656,78.69823005,344.4346765,0.249206543,0.049804688,25123.46667,17468.61799,4217,57191,18842600
tubo4_R3D.dv - C=1,87,39:26.7,00:00.7,No Label,0,1,87,317.1159668,134.1303406,0.130159929,4,0.032539982,-88.71033155,344.3159663,-0.130126953,0.002929688,24468.66933,16942.76417,4055,54726,18351502
tubo4_R3D.dv - C=1,88,39:26.7,00:00.7,No Label,0,1,88,317.285614,134.1487732,0.170645655,4,0.042661414,83.79905879,344.4793959,0.169647217,0.018432617,23351.52933,15917.55666,4203,52249,17513647
tubo4_R3D.dv - C=1,89,39:26.7,00:00.8,No Label,0,1,89,317.198822,134.176651,0.091159322,4,0.022789831,-72.1929112,344.4103169,-0.086791992,0.027877808,23273.14933,15963.02981,3823,52180,17454862
tubo4_R3D.dv - C=1,90,39:26.7,00:00.8,No Label,0,1,90,317.5404968,134.2541351,0.350350486,4,0.087587621,77.22278718,344.7551884,0.341674805,0.077484131,23662.452,16857.08049,4237,52418,17746839
tubo4_R3D.dv - C=1,91,39:26.7,00:00.8,No Label,0,1,91,317.7870483,134.1997681,0.252474606,4,0.063118652,102.435372,344.9611367,0.246551514,-0.054367065,24027.00267,17156.9801,4140,55226,18020252
tubo4_R3D.dv - C=1,92,39:26.8,00:00.8,No Label,0,1,92,317.6981812,134.1431274,0.105382814,4,0.026345703,-122.5120177,344.8572356,-0.088867188,-0.056640625,22989.2,16153.62654,4043,51090,17241900
tubo4_R3D.dv - C=1,93,39:26.8,00:00.8,No Label,0,1,93,317.7513733,134.1338959,0.053987271,4,0.013496818,99.84577484,344.9026489,0.053192139,-0.009231567,22245.95867,15571.05107,4169,49248,16684469
tubo4_R3D.dv - C=1,94,39:26.8,00:00.8,No Label,0,1,94,317.9103699,134.1343231,0.158997156,4,0.039749289,89.84611447,345.0493007,0.158996582,0.000427246,22519.64533,15675.83726,4054,50001,16889734
tubo4_R3D.dv - C=1,95,39:26.8,00:00.8,No Label,0,1,95,318.1733093,134.1405945,0.263014232,4,0.065753558,88.63377371,345.2940107,0.262939453,0.006271362,25145.652,17610.10514,3925,55061,18859239
tubo4_R3D.dv - C=1,96,39:26.8,00:00.8,No Label,0,1,96,318.1375122,134.1554871,0.038771415,4,0.009692854,-67.41141396,345.2668119,-0.035797119,0.014892578,24337.74133,17013.72044,4377,54469,18253306
tubo4_R3D.dv - C=1,97,39:26.8,00:00.8,No Label,0,1,97,318.019104,134.0958862,0.132562293,4,0.033140573,-116.7185202,345.1345494,-0.118408203,-0.05960083,22882.31067,15839.53105,4126,53092,17161733
tubo4_R3D.dv - C=1,98,39:26.8,00:00.8,No Label,0,1,98,317.955658,134.1352997,0.074691504,4,0.018672876,-58.1509978,345.0914068,-0.063446045,0.039413452,22760.63867,15642.06303,4353,51726,17070479
tubo4_R3D.dv - C=1,99,39:26.8,00:00.8,No Label,0,1,99,318.1226807,134.1164551,0.16808243,4,0.042020607,96.43734663,345.2379809,0.167022705,-0.018844604,23163.396,15844.75866,3907,52880,17372547
tubo4_R3D.dv - C=1,100,39:26.8,00:00.8,No Label,0,1,100,318.3624878,134.2080231,0.256694676,4,0.064173669,69.1011937,345.4945254,0.239807129,0.091567993,25971.79733,17826.92278,4049,56791,19478848
tubo4_R3D.dv - C=1,101,39:26.8,00:00.8,No Label,0,1,101,318.3629456,134.1913147,0.016714644,4,0.004178661,178.4307959,345.4884572,0.000457764,-0.016708374,24365.79067,16509.007,4104,53772,18274343
tubo4_R3D.dv - C=1,102,39:26.8,00:00.9,No Label,0,1,102,318.4253235,134.2332001,0.075135816,4,0.018783954,56.11957554,345.5622066,0.06237793,0.041885376,23233.82933,15560.87688,4093,50134,17425372
tubo4_R3D.dv - C=1,103,39:26.8,00:00.9,No Label,0,1,103,318.4673157,134.2448425,0.043576262,4,0.010894065,74.50387437,345.6054237,0.041992188,0.011642456,23384.20933,15607.6236,4049,50281,17538157
tubo4_R3D.dv - C=1,104,39:26.8,00:00.9,No Label,0,1,104,318.6186523,134.2906494,0.15811723,4,0.039529307,73.15994308,345.7626703,0.15133667,0.045806885,23524.08,16354.77724,4241,52369,17643060
tubo4_R3D.dv - C=1,105,39:26.9,00:00.9,No Label,0,1,105,319.039032,134.2768707,0.420605388,4,0.105151347,91.87737609,346.1447413,0.420379639,-0.013778687,25179.67467,17550.79695,4308,56213,18884756
tubo4_R3D.dv - C=1,106,39:26.9,00:00.9,No Label,0,1,106,318.9931946,134.270401,0.046291736,4,0.011572934,-98.03403347,346.0999838,-0.045837402,-0.006469727,23504.73733,16122.50049,4246,52145,17628553
tubo4_R3D.dv - C=1,107,39:26.9,00:00.9,No Label,0,1,107,318.7696533,134.2582245,0.223872648,4,0.055968162,-93.11795524,345.8892348,-0.22354126,-0.012176514,22590.244,15469.04557,4132,50159,16942683
tubo4_R3D.dv - C=1,108,39:26.9,00:00.9,No Label,0,1,108,318.9086304,134.275177,0.140007173,4,0.035001793,83.04544966,346.0238976,0.138977051,0.016952515,22786.384,15425.50532,3979,50435,17089788
tubo4_R3D.dv - C=1,109,39:26.9,00:00.9,No Label,0,1,109,319.032135,134.2260895,0.132902148,4,0.033225537,111.6756839,346.1186881,0.123504639,-0.049087524,23231.312,15727.07674,4182,50573,17423484
tubo4_R3D.dv - C=1,110,39:26.9,00:00.9,No Label,0,1,110,319.3772583,134.3110352,0.355423486,4,0.088855871,76.17262598,346.4697495,0.345123291,0.084945679,26622.20667,18061.12405,4498,58040,19966655
tubo4_R3D.dv - C=1,111,39:26.9,00:00.9,No Label,0,1,111,319.3195801,134.2644348,0.074150989,4,0.018537747,-128.9361191,346.3985171,-0.057678223,-0.046600342,24477.95467,16529.96522,4035,52016,18358466
tubo4_R3D.dv - C=1,112,39:26.9,00:00.9,No Label,0,1,112,319.1719055,134.1690521,0.175799981,4,0.043949995,-122.8584367,346.2254176,-0.147674561,-0.09538269,23591.47867,15771.28447,4347,54769,17693609
tubo4_R3D.dv - C=1,113,39:26.9,00:01.0,No Label,0,1,113,319.1111755,134.2136536,0.07534865,4,0.018837162,-53.70566213,346.186723,-0.06072998,0.04460144,23470.68,15562.33775,4309,51962,17603010
tubo4_R3D.dv - C=1,114,39:26.9,00:01.0,No Label,0,1,114,319.3818054,134.3138885,0.288595887,4,0.072148972,69.67660638,346.4750471,0.270629883,0.100234985,23857.41067,15748.18388,4105,51947,17893058
tubo4_R3D.dv - C=1,115,39:27.0,00:01.0,No Label,0,1,115,319.5569153,134.4122009,0.200820288,4,0.050205072,60.68877881,346.6745763,0.175109863,0.098312378,25930.56533,17866.90374,4109,59203,19447924
tubo4_R3D.dv - C=1,116,39:27.0,00:01.0,No Label,0,1,116,319.9633484,134.3656158,0.409094169,4,0.102273542,96.53874991,347.0312133,0.406433105,-0.046585083,24160.50533,16455.76897,4292,52477,18120379
tubo4_R3D.dv - C=1,117,39:27.0,00:01.0,No Label,0,1,117,320.1020508,134.3658295,0.138702557,4,0.034675639,89.91183169,347.159184,0.138702393,0.000213623,23502.13467,15879.01644,4001,51801,17626601
tubo4_R3D.dv - C=1,118,39:27.0,00:01.0,No Label,0,1,118,320.0792236,134.4017181,0.042533228,4,0.010633307,-32.45860783,347.152029,-0.022827148,0.035888672,23179.47067,15489.79839,4092,50570,17384603
tubo4_R3D.dv - C=1,119,39:27.0,00:01.0,No Label,0,1,119,320.1379395,134.3720551,0.065783328,4,0.016445832,116.8028903,347.1946852,0.05871582,-0.029663086,23692.87067,15964.53491,4265,51394,17769653
tubo4_R3D.dv - C=1,120,39:27.0,00:01.0,No Label,0,1,120,320.3339539,134.35289,0.196949093,4,0.049237273,95.58434739,347.3680196,0.196014404,-0.019165039,26130.82667,17565.03835,4522,55654,19598120
tubo4_R3D.dv - C=1,121,39:27.0,00:01.0,No Label,0,1,121,320.2912903,134.4418335,0.098646457,4,0.024661614,-25.62568698,347.3630913,-0.042663574,0.088943481,24735.76,16476.49618,4107,53618,18551820
tubo4_R3D.dv - C=1,122,39:27.0,00:01.0,No Label,0,1,122,320.2796021,134.3533478,0.089254339,4,0.022313585,-172.4754091,347.3180755,-0.011688232,-0.088485718,23608.19867,15547.32577,4083,49347,17706149
