"fl.nm","var.nm","ts.nm","min","25%.quant","median","mean","75%.quant","max","sd","mad","iqr.1","1%.quant","99%.quant","iqr.2","period.pgram","period.ar"
"GROWTH.RAW_Arab_Col-0_Kymo_020813-A_CFP.txt","growth.raw","raw",-2.06932515904478,0.672870181412193,1.99303649489821,1.63514312909605,2.83679342325683,4.4964644393208,1.58806505667517,1.41382971150682,2.16392324184464,-1.92069007922025,4.23404244770461,6.15473252692486,0.328,0.334338358458962
"GROWTH.RAW_Arab_Col-0_Kymo_020813-A_CFP.txt","growth.raw","smth",-1.58654142139506,0.585749176887625,1.9825600787361,1.63514312909605,2.84413050332472,4.43180391890407,1.47168506357122,1.52278079772519,2.2583813264371,-1.41763280765927,4.12372227603983,5.5413550836991,0.328,0.334338358458962
"GROWTH.RAW_Arab_Col-0_Kymo_020813-A_CFP.txt","growth.raw","osc",-2.18763490490257,-0.533195467025325,-0.0531298632416551,-1.66244333114444e-18,0.69582265321495,2.33911054069301,0.934065628761413,0.871324100717077,1.22901812024028,-2.09709267502221,1.8789536925511,3.97604636757331,0.328,0.327750410509031
"GROWTH.RAW_Arab_Col-0_Kymo_020813-A_CFP.txt","growth.raw","trend",0.0696004808103502,0.132631879661384,2.36119706683682,1.63514312909604,2.76754849709973,3.35343773937768,1.28754427806293,1.36334079453258,2.63491661743834,0.074055029906263,3.34941387224522,3.27535884233895,4.1,3.91372549019608
"GROWTH.SMTH_Arab_Col-0_Kymo_020813-A_CFP.txt","growth.smth","raw",-0.561614177823458,0.276992466690061,2.06580082071781,1.63056179488882,2.81181249671088,4.18267064398599,1.34857026928192,1.69944537937025,2.53482003002082,-0.537679615405336,3.98646324072589,4.52414285613122,4.1,3.91372549019608
"GROWTH.SMTH_Arab_Col-0_Kymo_020813-A_CFP.txt","growth.smth","smth",-0.503199984419635,0.274294766010743,2.07900579442076,1.63056179488882,2.83404175311892,4.16767912655135,1.34475939553278,1.73351035783032,2.55974698710818,-0.44335549822282,3.97314012926331,4.41649562748613,4.1,3.91372549019608
"GROWTH.SMTH_Arab_Col-0_Kymo_020813-A_CFP.txt","growth.smth","osc",-0.858907025457875,-0.281669096417478,-0.00763607434575189,8.06452493989421e-18,0.278883560478599,1.00592955187586,0.393434773926477,0.422807966651311,0.560552656896077,-0.781595776007642,0.85569739879576,1.6372931748034,0.630769230769231,0.63974358974359
"GROWTH.SMTH_Arab_Col-0_Kymo_020813-A_CFP.txt","growth.smth","trend",0.100865171155013,0.125193987561709,2.38543945738862,1.63056179488881,2.76949320567307,3.34585034019498,1.29052292981053,1.35715410533307,2.64429921811136,0.101631651422711,3.34281149673286,3.24117984531015,4.1,3.91372549019608
"TIP.FLUO_Arab_Col-0_Kymo_020813-A_CFP.txt","tip.fluo","raw",1.22327549411835,1.61808159700016,1.71066048052554,1.66088736624522,1.77396916723649,1.88492737921018,0.15974392004589,0.10559179921394,0.155887570236331,1.27623562363148,1.86890752951609,0.592671905884608,0.330666666666667,0.332666666666667
"TIP.FLUO_Arab_Col-0_Kymo_020813-A_CFP.txt","tip.fluo","smth",1.25481168642889,1.59335523398776,1.70571269362579,1.66088736624522,1.76294953563487,1.845609418216,0.140565712803125,0.114708960909386,0.169594301647111,1.33668875216201,1.83943843699079,0.502749684828784,0.330666666666667,0.327750410509031
"TIP.FLUO_Arab_Col-0_Kymo_020813-A_CFP.txt","tip.fluo","osc",-0.312086450841457,-0.06047805057413,-0.000341931810528889,-1.37460682074694e-18,0.0582324202823779,0.307671859465569,0.122163496699876,0.0885462843286343,0.118710470856508,-0.275137504367514,0.291441270062484,0.566578774429997,0.330666666666667,0.329372937293729
"TIP.FLUO_Arab_Col-0_Kymo_020813-A_CFP.txt","tip.fluo","trend",1.48866705237642,1.56086133863137,1.70385640009828,1.66088736624522,1.75574123042483,1.78874345426064,0.101388220990203,0.118374190382309,0.194879891793459,1.4988065816856,1.78837195642356,0.289565374737962,4.13333333333333,3.91372549019608
"SHANK.FLUO_Arab_Col-0_Kymo_020813-A_CFP.txt","shank.fluo","raw",1.30904205955957,1.35307634310366,1.39175387954265,1.39292773619285,1.42605913112832,1.49428895819208,0.0478944902310129,0.0550669489229859,0.0729827880246532,1.31240876016003,1.49207817231166,0.179669412151631,4.13333333333333,3.91372549019608
"SHANK.FLUO_Arab_Col-0_Kymo_020813-A_CFP.txt","shank.fluo","smth",1.3124454093757,1.35156337481381,1.39368501717968,1.39292773619285,1.426740115288,1.48357815604421,0.0459866534799352,0.0572655671949477,0.0751767404741883,1.31271184214661,1.48224995289932,0.169538110752712,4.13333333333333,3.91372549019608
"SHANK.FLUO_Arab_Col-0_Kymo_020813-A_CFP.txt","shank.fluo","osc",-0.0677933849879227,-0.0190712610335017,-0.00340700044485851,3.48649690547254e-19,0.0187498438632172,0.0611432011187565,0.0260238027906026,0.0253141944860259,0.0378211048967189,-0.0540899950721638,0.0546491400752013,0.108739135147365,0.688888888888889,0.633650793650794
"SHANK.FLUO_Arab_Col-0_Kymo_020813-A_CFP.txt","shank.fluo","trend",1.33407558249779,1.3477890862004,1.41676812553317,1.39292773619285,1.43099434139782,1.44644509488937,0.0395234518166011,0.0301482616952029,0.0832052551974158,1.33638364184311,1.44439771768898,0.108014075845871,4.13333333333333,3.91372549019608
