"Time","Growth rate"
0,0
0.0666666666666667,1.74845361569628
0.133333333333333,1.53948969250926
0.2,3.19691265019584
0.266666666666667,2.72172523461737
0.333333333333333,3.20486455597564
0.4,4.22479475827151
0.466666666666667,3.5512412949155
0.533333333333333,4.5641298558914
0.6,3.92994441025682
0.666666666666667,3.80441579713072
0.733333333333333,3.79907607404162
0.8,3.54967749229981
0.866666666666667,1.46493157342532
0.933333333333333,3.76569393031728
1,3.76724601701704
1.06666666666667,1.4621864850732
1.13333333333333,3.51496981710412
1.2,3.62400033401881
1.26666666666667,3.21260938553328
1.33333333333333,1.56060700889987
1.4,2.78357662638342
1.46666666666667,1.57251080717362
1.53333333333333,1.50210709485622
1.6,3.15046399426169
1.66666666666667,1.05694094921879
1.73333333333333,2.42764209765532
1.8,2.72278569349067
1.86666666666667,1.41600488462995
1.93333333333333,3.16081661304156
2,0.204756742958436
2.06666666666667,1.57870384811344
2.13333333333333,0.180337391565888
2.2,2.91991497341216
2.26666666666667,1.18238136897328
2.33333333333333,1.7749709066065
2.4,2.78845211926363
2.46666666666667,0.127235326588068
2.53333333333333,0.899564212710996
2.6,0.224994069645444
2.66666666666667,0.265960700768184
2.73333333333333,0.21051641164938
2.8,0.731291868783984
2.86666666666667,0.655706481601872
2.93333333333333,0.025402503364788
3,0.569374968609396
3.06666666666667,0.140779132771428
3.13333333333333,0.462162673719396
3.2,0.082182692022144
3.26666666666667,0.650881584889596
3.33333333333333,0.656622111536472
3.4,0.043410073519764
3.46666666666667,0.381839533429824
3.53333333333333,0.185571127088028
3.6,0.573481682266812
3.66666666666667,0.34397138622972
3.73333333333333,0.597406360213164
3.8,0.221482081282704
3.86666666666667,0.059859750857352
3.93333333333333,0.302795359029792
4,0.305010820589172
4.06666666666667,0.262510700487216
4.13333333333333,0.188649017437188
4.2,0.00959571099402
4.26666666666667,0.145153549923948
4.33333333333333,0.316338076566096
4.4,0.255816596779788
4.46666666666667,0.274233938870676
4.53333333333333,0.062721143003292
4.6,0.30986990600304
4.66666666666667,0.015128267172948
4.73333333333333,0.232822284383544
4.8,0.06622298362026
4.86666666666667,0.177915229626792
4.93333333333333,0.649699391947284
5,0.236094912954888
5.06666666666667,0.045684127618908
5.13333333333333,0.326997408693912
5.2,0.07984688312274
5.26666666666667,0.430137398949516
5.33333333333333,0.078437746149504
5.4,0.052335424168884
5.46666666666667,0.177046372635348
5.53333333333333,0.4028194988502
5.6,1.75901537135166
5.66666666666667,0.041397864957756
5.73333333333333,0.27984897302418
5.8,0.134892234935856
5.86666666666667,0.046751247975384
5.93333333333333,0.26875287310548
6,0.107499723632952
6.06666666666667,0.153115214646996
6.13333333333333,0.450087556095252
6.2,0.298772289754512
6.26666666666667,0.032356586357256
6.33333333333333,2.73795886735468
6.4,0.3004620514266
6.46666666666667,0.800182815296484
6.53333333333333,0.22597636625214
6.6,0.202405135716636
6.66666666666667,0.056121751589736
6.73333333333333,0.327961159420404
6.8,0.107775306859128
6.86666666666667,0.132229157995284
6.93333333333333,0.042657636962892
7,0.010915125305724
7.06666666666667,0.072520988280396
7.13333333333333,0.016473212850132
7.2,0.03617924089356
7.26666666666667,0.323697460265496
7.33333333333333,0.124729805388684
7.4,0.049778749517952
7.46666666666667,0.317043921620988
7.53333333333333,0.23659430387166
7.6,0.408975201788016
7.66666666666667,0.130298053638948
7.73333333333333,0.121421458825836
7.8,0.20757628699314
7.86666666666667,0.071816724355752
7.93333333333333,0.116207720713308
8,0.207478982682468
8.06666666666667,0.019305704008752
8.13333333333333,0.05811748788498
8.2,0.05744790514512
8.26666666666667,0.186378177438876
8.33333333333333,0.248264652152316
8.4,0.270157214847636
8.46666666666667,0.24174593726166
8.53333333333333,0.2747612328483
8.6,0.260247701339724
8.66666666666667,0.23488298957988
8.73333333333333,2.34953602597554
8.8,0.033825391557228
8.86666666666667,0.136234420115148
8.93333333333333,0.314534201354388
9,0.167401439242296
9.06666666666667,0.085717062449952
9.13333333333333,0.479825388999216
9.2,2.52090446916973
9.26666666666667,0.478340033771976
9.33333333333333,2.8671639193494
9.4,0.04641829045734
9.46666666666667,0.324386703452784
9.53333333333333,0.318995865792396
9.6,0.724311658262172
