"Time","Growth rate"
0,0
0.0666666666666667,1.40373754303992
0.133333333333333,1.21388078833486
0.2,1.48375819496893
0.266666666666667,2.23745027293852
0.333333333333333,2.21502037220047
0.4,1.47767449825782
0.466666666666667,2.72921669453281
0.533333333333333,1.73482328799214
0.6,2.40876723867906
0.666666666666667,1.52154837430369
0.733333333333333,3.11209610622254
0.8,2.00431677805788
0.866666666666667,1.54467695317018
0.933333333333333,2.3374764604522
1,3.07285546020667
1.06666666666667,2.60927834883968
1.13333333333333,1.64112144002928
1.2,2.10565707920891
1.26666666666667,1.52004429175507
1.33333333333333,2.22015263026489
1.4,2.06164403778104
1.46666666666667,3.20753267438888
1.53333333333333,2.43105833691746
1.6,2.27226604819486
1.66666666666667,2.25196125131054
1.73333333333333,3.81659999978189
1.8,2.54141441122368
1.86666666666667,2.83389337490838
1.93333333333333,1.41839412795569
2,3.60307749664871
2.06666666666667,2.18748199515215
2.13333333333333,3.05111099239122
2.2,3.10174867147627
2.26666666666667,2.63299369550927
2.33333333333333,3.41539974678673
2.4,3.45173489749081
2.46666666666667,2.99224509853549
2.53333333333333,2.2051212786001
2.6,3.44792458095448
2.66666666666667,2.02202127664852
2.73333333333333,2.41300011875422
2.8,2.88844984643285
2.86666666666667,1.38038571376645
2.93333333333333,1.72747309299229
3,2.27811715027842
3.06666666666667,2.10379089191333
3.13333333333333,1.90415791816429
3.2,2.11283368684366
3.26666666666667,1.01613201639816
3.33333333333333,2.07305164627877
3.4,2.38503220564188
3.46666666666667,2.24016473661215
3.53333333333333,3.19670456308714
3.6,2.27925819495403
3.66666666666667,1.9481212706301
3.73333333333333,2.76051257577517
3.8,2.73707960341578
3.86666666666667,2.63290114754942
3.93333333333333,2.36672231560744
4,2.84159438642202
4.06666666666667,2.2106312583127
4.13333333333333,2.66283843614615
4.2,1.69807432180594
4.26666666666667,0.75448612935618
4.33333333333333,3.34401030344038
4.4,0.87982362012354
4.46666666666667,1.03897871343764
4.53333333333333,2.15844864649426
4.6,0.391299915226716
4.66666666666667,1.92776476301063
4.73333333333333,1.53174996922471
4.8,0.48061039424718
4.86666666666667,0.955395632498964
4.93333333333333,0.240896183434032
5,0.58524363242118
5.06666666666667,1.2586097318428
5.13333333333333,0.158218610604348
5.2,0.858828439564548
5.26666666666667,0.348887573773692
5.33333333333333,0.191552879778396
5.4,0.705636695621532
5.46666666666667,0.531671064553824
5.53333333333333,0.387624228042972
5.6,1.63650216800975
5.66666666666667,0.823548822901848
5.73333333333333,0.209768070479052
5.8,0.92452139462946
5.86666666666667,0.439075878163728
5.93333333333333,0.815035628844096
6,0.565661645341716
6.06666666666667,0.790134032725908
6.13333333333333,0.359173862843652
6.2,0.809587961215368
6.26666666666667,0.420241130647452
6.33333333333333,0.415503520100916
6.4,0.470141342072652
6.46666666666667,0.370614027072384
6.53333333333333,0.72816763317444
6.6,0.08846015494914
6.66666666666667,0.32386608391842
6.73333333333333,0.605505583267788
6.8,0.222414766687848
6.86666666666667,1.43537949740533
6.93333333333333,1.18207688475978
7,0.6734471129067
7.06666666666667,0.59851274962416
7.13333333333333,0.400018928378472
7.2,0.442328068682604
7.26666666666667,1.37275822480934
7.33333333333333,0.231430449122448
7.4,1.30533381548212
7.46666666666667,0.375134841333768
7.53333333333333,0.261551576510712
7.6,0.06063582660744
7.66666666666667,0.714491789655288
7.73333333333333,0.632048794346004
7.8,1.11694545125434
7.86666666666667,0.452786765750016
7.93333333333333,0.729431008082928
8,1.09485957594607
8.06666666666667,0.278947417740804
8.13333333333333,0.371483907910464
8.2,0.483958800429672
8.26666666666667,0.423020718743184
8.33333333333333,0.971747901845208
8.4,0.576669603729132
8.46666666666667,0.819034359081624
8.53333333333333,0.15656520196788
8.6,0.231577792317444
8.66666666666667,1.37557736708144
8.73333333333333,0.917932967446968
8.8,0.81706953258672
8.86666666666667,0.107997209417376
