36841.398	37321.789	37425.078	36599.934	36936.598	37207.414	37372.656	37413.469	37055.145	35940.965	36486.914	37122.969	36716.207	36340.570	36535.488	36687.387	36041.965	35837.891	36038.426	36598.152	37179.887	35875.824	35274.848	35000.914	36069.242	34365.914	34852.402	33973.602	33602.508	33965.684	33924.699	34889.102	34549.781	33920.762	35583.035	35045.555	35370.750	35246.719	35634.402	37468.379	37249.125	39727.320	39234.957	38668.375	39723.273	39033.465	41005.594	41198.324	41345.836	41926.488	41678.465	42055.199	41340.914	41759.477	41370.020	41378.590	41807.094	41845.129	40726.188	40151.516	40402.961	40878.301	39338.145	38492.598	39523.277	39511.137	38776.797	37896.207	38800.453	38959.988	38578.113	36398.223	35120.391	35105.312	33997.156	32577.117	29888.932	27689.209	24549.295	20737.395	16767.398	12077.517	8835.403	7336.927	6400.958	5920.633	5472.716	4898.922	4786.097	4888.898	4549.482	4616.720	4452.217	3899.221	3833.337	3824.461	3842.699	3810.588	3630.775	3576.224	3524.027	3676.234	3619.668	3483.483	3610.562	3719.214	3420.977	3423.867	3619.008	3455.060	3467.737	3745.128	3612.148	3360.587	3538.086	3445.257	3635.721	3563.870	3507.478	3567.091	3557.984	3446.189	3456.091	3537.560	3334.277	3280.441	3269.958	3263.593	3225.311	3248.800	3464.802	3530.581	3412.119	3325.255	3526.508	3418.526	3626.012	3594.401	3602.912	3596.997	3378.665	3305.464	3344.808	3483.096	3496.173	3437.636	3322.611	3412.793	3407.227	3468.205	3542.060	3437.362	3343.306	3407.382	3280.625	3442.912	3521.878	3436.168	3422.080	3198.773	3421.549	3594.863	3514.934	3448.940	3262.256	3424.657	3430.106	3334.789	3387.620	3249.629	3517.235	3352.089	3538.921	3382.569	3327.144	3270.167	3362.122	3709.872	3382.970	3565.383	3407.980	3493.097	3529.356	3602.232	3531.283	3491.418	3356.507	3426.300	3449.774	3370.118	3477.216	3460.778	3480.349	3605.961	3511.810	3511.762	3534.812	3442.761	3398.334	3608.448	3493.653	3373.996	3383.945	3489.252	3485.621	3587.779	3504.896	3322.286	3495.984	3518.060	3464.226	3294.417	3307.447	3421.041	3604.988	3465.350	3337.602	3303.868	3379.948	3533.189	3459.838	3429.127	3500.125	3504.628	3656.038	3539.946	3528.461	3499.918	3505.476	3331.035	3505.139	3355.853	3328.083	3451.720	3353.549	3337.749	3447.984	3515.038	3508.331	3570.478	3719.312	3761.458	3616.424	3547.216	3520.989	3496.516	3567.771	3474.056	3603.929	3408.593	3507.835	3437.235	3373.557	3488.399	3551.870	3529.503	3323.317	3407.849	3571.538	3398.228	3438.977	3310.656	3485.275	3595.611	3392.016	3518.469	3524.161	3409.138	3503.420	3448.898	3474.828	3489.752	3552.565	3487.332	3447.239
37797.398	37673.488	37068.211	37105.664	36390.055	36482.133	36656.906	36755.730	36491.430	37535.051	36953.258	37557.734	36404.746	36426.461	36168.254	35177.582	35810.047	36366.328	35245.637	35899.348	36355.648	35372.211	34926.398	34647.996	33802.004	35702.785	35701.789	34324.781	35367.820	34822.270	34933.402	35383.922	35366.207	35876.996	34454.191	35012.180	35287.305	35627.934	36122.809	36838.715	36496.699	37746.992	37998.898	37896.688	38711.500	39018.504	40393.910	41856.695	41032.777	42294.734	42766.734	41986.707	43006.613	42903.824	40983.055	41092.957	41399.895	41598.328	41170.781	39404.137	39461.418	39765.625	39407.586	38058.863	38727.984	38406.211	38700.375	38420.680	38200.137	38657.562	37750.523	37787.180	36899.316	36753.082	35453.852	34517.512	32262.264	31178.426	27550.873	25000.617	21416.354	17257.094	12670.525	9213.161	7695.660	6504.237	5881.009	5759.364	5697.241	5451.214	4397.865	4715.161	4511.125	4435.710	4163.461	4358.452	4030.513	3927.758	4053.350	3947.920	3809.216	3734.469	3695.531	3583.947	3810.740	3594.590	3751.586	3664.868	3551.883	3537.151	3205.390	3538.972	3599.721	3528.855	3586.901	3569.259	3484.118	3286.796	3383.819	3356.786	3600.710	3500.279	3464.096	3324.977	3432.050	3258.631	3329.204	3574.812	3622.805	3496.029	3503.069	3600.719	3607.486	3399.336	3447.369	3379.944	3483.215	3585.064	3870.616	3740.526	3578.949	3608.635	3407.766	3507.638	3498.341	3352.190	3466.067	3476.915	3481.631	3512.260	3537.210	3531.573	3542.585	3503.379	3237.203	3463.184	3319.448	3312.685	3421.227	3386.927	3445.032	3269.932	3208.761	3378.217	3421.345	3438.253	3485.310	3400.898	3417.410	3328.407	3368.124	3393.704	3557.340	3316.986	3394.674	3391.202	3418.692	3485.152	3453.002	3513.576	3461.590	3454.640	3497.194	3513.500	3303.433	3416.401	3406.171	3729.445	3282.965	3430.630	3462.311	3458.661	3601.014	3563.931	3635.781	3514.118	3471.439	3660.543	3514.919	3503.510	3474.090	3427.546	3551.767	3461.868	3504.181	3502.643	3660.080	3481.086	3431.331	3430.736	3351.654	3483.369	3603.863	3459.501	3491.725	3238.566	3257.813	3559.260	3405.901	3547.071	3453.812	3448.752	3561.588	3331.246	3347.379	3340.871	3308.770	3380.414	3300.417	3280.833	3479.616	3466.464	3369.266	3422.912	3395.475	3530.485	3474.034	3563.969	3542.868	3527.343	3469.009	3414.270	3451.999	3558.054	3235.015	3308.437	3325.332	3406.972	3464.294	3550.961	3300.746	3329.921	3388.009	3425.654	3619.864	3226.676	3537.652	3554.329	3533.321	3479.820	3396.432	3486.190	3578.911	3551.362	3642.914	3505.266	3548.975	3499.580	3539.189	3553.565	3486.396	3443.957	3385.060	3373.521	3389.908
37190.801	36306.723	36946.500	37369.113	38313.996	37622.578	37072.973	37906.832	37517.699	37936.906	37554.477	36192.629	37425.543	37916.418	37647.332	37963.906	37999.297	37252.418	37445.465	36665.480	35510.230	36358.156	35280.918	34935.238	34182.855	34259.812	33780.480	33539.750	34187.699	34264.539	34619.945	33368.602	34227.746	33097.254	34706.320	34110.074	35152.508	35470.223	35757.441	35641.984	36047.492	36718.738	37010.660	37209.719	38455.809	40236.312	40089.484	40655.508	41471.043	41092.785	41629.496	41919.703	42118.418	42118.297	39605.352	40392.645	40788.168	40512.367	40280.543	40817.758	40053.539	39471.281	38439.914	37984.109	38860.773	40144.730	38187.637	37741.293	38639.953	38523.602	39079.652	37429.555	37302.078	36727.098	35763.355	34728.191	34530.770	31681.283	29070.408	27686.703	25111.922	21135.100	16396.682	12420.866	9164.432	7228.128	6394.769	6172.907	5417.117	5013.692	5107.385	5055.534	4637.310	4597.573	4462.176	3962.008	4158.746	4116.079	4042.823	3957.469	4109.406	3886.238	3648.025	3663.163	3538.507	3569.445	3516.568	3623.448	3762.923	3608.848	3537.575	3653.840	3600.197	3488.594	3647.104	3424.642	3425.403	3568.921	3639.817	3624.004	3546.787	3536.466	3616.668	3457.978	3417.167	3371.129	3430.813	3400.225	3504.915	3367.956	3293.244	3396.242	3417.093	3407.740	3478.550	3616.206	3371.082	3466.864	3457.573	3367.859	3287.379	3550.181	3402.748	3467.681	3439.744	3430.037	3372.393	3456.323	3622.081	3468.052	3468.585	3392.985	3375.074	3488.454	3327.893	3445.531	3536.837	3548.595	3466.101	3543.317	3584.019	3534.851	3456.662	3550.759	3365.779	3396.002	3365.297	3486.881	3424.209	3352.295	3426.349	3441.943	3434.061	3254.976	3325.870	3544.897	3423.020	3347.893	3567.097	3612.545	3548.763	3653.955	3524.711	3376.047	3340.393	3420.569	3394.990	3506.255	3462.284	3527.874	3487.142	3591.786	3550.055	3491.596	3542.469	3523.734	3533.208	3480.447	3548.497	3582.140	3639.689	3505.220	3639.514	3590.717	3543.681	3495.113	3423.512	3535.160	3604.065	3579.740	3545.707	3577.099	3509.697	3564.002	3602.771	3552.489	3594.108	3465.709	3470.219	3388.916	3318.956	3454.078	3634.209	3547.115	3528.752	3659.923	3400.860	3345.661	3284.038	3400.077	3427.068	3625.576	3556.594	3359.715	3325.385	3507.560	3492.311	3509.163	3479.981	3456.283	3558.193	3651.231	3329.665	3351.718	3434.400	3423.441	3676.115	3500.861	3388.153	3432.827	3361.906	3590.063	3705.569	3360.028	3743.537	3638.677	3510.009	3425.578	3363.888	3491.920	3502.619	3574.339	3631.602	3401.801	3427.613	3542.363	3460.474	3492.481	3577.922	3487.014	3381.751	3438.137	3406.730	3366.135	3459.216
37214.801	36002.207	36756.102	37754.082	37408.094	36987.109	37183.891	37751.215	37219.293	37199.566	38019.164	37867.730	36922.480	37439.258	37455.684	37287.098	36944.762	36655.785	36498.699	37157.539	36631.559	34761.930	34500.598	35129.258	34727.082	35034.367	34152.957	35750.961	33550.215	33253.094	34129.809	34930.418	35318.887	33935.156	34419.422	35583.953	34661.930	34862.758	35886.188	36169.246	37391.453	38784.676	38620.266	38520.672	40143.234	41442.012	41015.199	40720.066	41404.195	41091.812	41667.699	42279.238	42017.195	41507.672	40588.418	41683.121	41832.547	41375.871	42163.645	41851.023	40720.973	41810.289	41935.445	41356.207	40633.180	41435.367	39467.414	39383.230	40028.348	40647.070	40402.590	39414.328	38898.883	38244.898	37720.195	37575.176	35809.344	36913.590	33764.719	31924.146	29895.789	25867.436	21911.689	18913.023	14604.942	10445.196	8677.914	7267.364	6549.294	5812.661	5264.284	5210.899	5051.466	4881.828	4788.459	4663.890	4175.046	4145.307	4251.830	4104.311	3935.641	4033.758	3822.549	4065.580	3691.082	3522.119	3662.043	3693.308	3654.377	3655.294	3615.991	3554.084	3355.518	3366.225	3492.565	3209.604	3448.181	3450.998	3591.826	3763.636	3628.454	3582.626	3424.564	3435.809	3400.457	3354.916	3247.213	3434.935	3397.063	3293.941	3466.091	3684.442	3627.404	3532.432	3579.884	3373.289	3423.016	3571.101	3505.387	3419.966	3385.283	3417.399	3431.067	3422.870	3360.254	3432.980	3315.635	3342.248	3517.910	3452.166	3588.180	3474.824	3235.757	3423.578	3251.555	3457.958	3525.950	3527.851	3547.966	3568.132	3485.632	3414.354	3465.689	3468.822	3573.010	3459.904	3581.861	3438.484	3368.465	3528.536	3675.610	3717.153	3463.673	3330.266	3446.180	3319.625	3513.105	3584.958	3415.839	3457.063	3503.025	3585.708	3542.887	3459.553	3532.801	3504.716	3611.791	3519.354	3491.343	3592.429	3556.556	3524.760	3472.293	3463.881	3329.452	3387.687	3539.548	3553.281	3596.509	3423.623	3406.852	3358.922	3448.864	3476.273	3657.348	3553.498	3509.211	3545.152	3609.412	3448.065	3285.571	3436.114	3528.641	3413.422	3655.123	3603.384	3464.280	3292.616	3370.594	3325.561	3454.577	3526.031	3533.892	3460.105	3594.826	3473.037	3648.542	3677.516	3552.659	3319.802	3512.625	3579.886	3478.719	3593.730	3523.398	3300.968	3600.728	3583.214	3188.217	3334.394	3658.896	3567.488	3471.341	3626.977	3640.568	3585.197	3538.994	3488.625	3545.472	3366.847	3321.303	3450.782	3559.074	3397.882	3442.239	3612.467	3337.497	3520.988	3603.201	3386.296	3917.029	3630.749	3447.700	3356.296	3498.056	3368.968	3361.643	3485.833	3511.357	3457.062	3508.494	3514.094	3464.455	3534.153	3547.280
36887.199	37393.273	38470.719	37030.270	37102.820	37708.707	37988.715	36848.285	37331.074	37416.250	36670.879	37357.633	37383.734	37641.801	38405.219	38181.445	37450.121	37598.289	36914.992	36823.266	37247.059	37033.715	36910.344	36226.473	35610.652	35567.930	34221.016	35267.980	35232.230	35098.715	34773.711	35306.500	34390.988	33337.285	34232.027	33449.082	34672.098	36538.820	36893.609	36912.672	37081.719	37371.512	37692.848	38346.891	38659.547	38609.773	39304.273	40923.746	40732.961	40358.703	39831.434	41064.293	41607.086	41290.473	40513.758	41146.590	41443.949	40719.555	40853.625	41837.953	42156.113	41966.000	40278.551	40918.074	42225.656	41107.691	40099.867	39719.676	40417.852	40257.262	39593.648	38786.328	38633.977	37569.812	37513.203	36891.707	36503.410	37159.707	35553.715	32907.867	29622.775	27848.354	26406.447	23170.453	18068.158	15389.566	11342.869	8573.080	7602.742	6544.231	6052.878	5745.572	5453.623	4889.769	4759.652	4643.703	4368.953	4105.351	4125.911	4010.492	4127.635	4017.786	3881.557	3687.296	3684.369	3650.319	3675.168	3778.333	3714.498	3773.813	3521.482	3595.220	3604.340	3622.629	3560.905	3445.542	3511.312	3419.368	3472.053	3515.178	3470.421	3468.596	3595.735	3456.123	3291.594	3294.059	3259.734	3382.153	3313.801	3335.475	3577.027	3653.822	3466.092	3477.380	3670.661	3433.890	3425.122	3385.126	3404.413	3392.806	3661.535	3625.426	3502.755	3640.390	3631.195	3566.211	3459.065	3545.764	3582.337	3447.615	3457.170	3511.094	3586.394	3536.822	3563.866	3476.317	3421.457	3386.666	3521.343	3453.776	3439.019	3455.194	3529.231	3615.228	3457.833	3252.967	3333.394	3481.699	3530.408	3560.247	3681.899	3505.438	3259.322	3528.790	3430.691	3430.153	3483.312	3204.884	3500.175	3909.389	3448.286	3434.208	3532.319	3573.667	3584.652	3716.913	3411.749	3542.860	3460.036	3576.994	3588.574	3521.447	3472.624	3446.588	3571.914	3532.139	3490.019	3558.584	3479.081	3429.893	3519.596	3346.630	3334.402	3485.663	3494.010	3585.786	3723.867	3433.931	3543.487	3451.000	3514.963	3511.818	3540.963	3555.574	3465.221	3481.413	3425.188	3584.882	3521.262	3417.118	3469.519	3450.125	3464.503	3529.425	3607.208	3507.051	3678.836	3639.820	3401.252	3568.158	3540.784	3507.262	3617.550	3722.597	3485.233	3489.808	3615.575	3447.155	3494.730	3410.179	3333.108	3512.936	3596.622	3704.943	3473.025	3349.363	3545.196	3537.048	3485.818	3474.531	3533.233	3522.802	3530.655	3218.776	3392.507	3388.419	3438.146	3525.342	3409.808	3442.688	3581.453	3576.095	3608.967	3384.049	3426.664	3521.468	3479.487	3439.574	3513.190	3475.597	3440.412	3665.435	3564.743	3409.343	3482.377
36547.398	36925.043	37425.035	37892.824	38145.699	37952.887	38016.414	38258.512	37913.703	38296.898	38379.910	38319.832	37362.453	36728.066	37030.516	37088.887	37368.301	36643.781	37150.855	37251.207	35184.398	35970.113	35998.941	35119.043	34318.375	34996.711	35514.910	35449.969	34823.465	35607.223	35342.195	34656.871	33515.902	35348.234	35026.398	35234.773	35812.855	36125.781	35317.566	36799.570	37081.898	36536.230	39091.539	39244.703	38856.582	39908.672	40632.113	41211.203	41270.543	40830.758	40587.988	41019.633	41649.387	40655.449	40950.086	41707.992	41657.055	42208.535	41487.203	41964.473	41920.910	42302.645	41721.645	41233.215	41789.742	41278.988	39845.273	40924.582	40768.660	39846.816	38014.621	37612.293	37778.617	37734.797	37313.523	37482.652	37042.316	37865.070	35950.078	35023.949	33701.453	31744.438	29707.043	26244.814	22595.070	19779.508	14801.935	10896.138	8711.195	7564.015	6664.251	6212.041	5833.731	5428.591	5227.656	4967.317	4746.193	4510.252	4439.472	4170.564	4323.138	4025.907	3926.433	4032.199	4063.149	3782.893	3701.435	3771.177	3701.245	3379.115	3652.699	3604.263	3706.384	3549.134	3489.559	3641.362	3541.770	3507.093	3473.125	3456.467	3231.679	3543.491	3533.785	3468.337	3543.769	3370.604	3496.182	3645.420	3602.174	3743.464	3680.375	3559.065	3490.915	3511.242	3316.411	3462.796	3513.001	3557.704	3563.425	3618.353	3890.242	3818.718	3473.001	3595.660	3561.014	3486.622	3494.595	3541.654	3244.146	3568.354	3388.901	3424.944	3426.060	3546.266	3420.541	3470.163	3497.912	3386.495	3491.890	3553.073	3704.459	3373.073	3399.043	3343.663	3575.397	3682.676	3621.172	3394.300	3520.367	3625.773	3590.840	3303.659	3546.733	3486.093	3479.365	3424.406	3459.270	3634.404	3512.143	3454.601	3528.071	3460.125	3589.819	3634.351	3567.935	3481.342	3364.209	3393.402	3388.688	3338.387	3418.106	3358.029	3470.210	3399.266	3691.097	3618.221	3475.803	3348.304	3364.259	3372.453	3356.570	3418.930	3732.945	3716.957	3583.270	3599.943	3496.221	3354.404	3427.095	3595.334	3645.700	3578.453	3495.631	3518.481	3606.234	3374.403	3318.999	3461.586	3490.185	3386.392	3423.745	3532.079	3599.254	3605.857	3601.310	3639.129	3525.870	3570.572	3654.405	3497.091	3604.309	3288.036	3389.290	3453.376	3558.306	3517.287	3557.847	3440.331	3380.630	3374.217	3417.844	3457.252	3576.356	3751.253	3616.705	3565.861	3773.337	3801.761	3370.131	3778.484	3519.097	3567.118	3584.073	3653.764	3553.958	3394.989	3429.659	3605.690	3580.785	3780.052	3513.814	3453.455	3548.482	3487.720	3436.557	3567.171	3432.006	3412.559	3419.546	3598.553	3455.415	3410.468	3505.583	3533.834	3687.785
39985.602	37983.688	38092.387	37606.535	38670.148	39231.008	39211.438	38293.867	38540.211	38036.016	37950.352	37840.039	38350.316	37722.207	37760.418	37445.395	37797.691	37814.137	37786.992	36940.543	37015.383	35805.430	36018.938	36166.996	35379.137	35850.293	35016.863	35201.078	35089.887	35150.590	34011.137	34663.938	35070.680	33025.383	34032.109	33668.117	33895.684	34311.742	36735.453	38569.055	38375.555	37657.332	40122.492	39564.559	40317.914	42025.551	41408.824	41579.105	41733.945	41695.328	41293.922	41099.523	41466.309	41495.441	41750.371	41261.684	41603.008	41525.719	41149.227	41526.645	41602.629	41529.789	40566.031	42342.926	41256.195	40564.230	42002.891	42452.898	41668.230	40829.070	40672.594	40525.734	40223.262	39610.461	39870.383	39346.613	38709.707	38221.637	38272.762	37054.133	36312.449	34126.395	32721.295	30498.564	27433.732	24924.451	22108.486	17391.482	13354.412	9645.021	8143.206	7042.588	6295.728	5878.062	5409.698	5159.205	4928.431	4797.478	4539.731	4633.967	4221.973	4242.638	3991.501	3845.601	3881.126	3774.351	3850.160	3831.034	3797.960	3619.879	3596.751	3653.231	3637.190	3622.012	3561.673	3362.834	3576.157	3641.780	3558.191	3502.231	3387.998	3573.601	3745.859	3769.946	3714.925	3580.446	3481.956	3390.467	3493.090	3359.829	3411.674	3454.412	3402.192	3403.587	3437.091	3545.297	3520.486	3564.492	3476.876	3435.509	3367.975	3457.333	3295.231	3457.530	3353.239	3406.307	3507.307	3607.774	3492.494	3506.740	3503.416	3475.240	3356.540	3377.250	3258.145	3639.102	3511.082	3394.637	3526.920	3651.031	3593.870	3395.870	3517.531	3434.823	3435.180	3307.197	3454.842	3448.714	3530.833	3497.585	3523.053	3648.301	3572.549	3584.010	3589.792	3583.245	3544.466	3869.017	3599.799	3463.352	3681.541	3680.277	3779.590	3421.214	3368.768	3354.215	3327.893	3540.971	3358.537	3359.552	3451.789	3470.748	3415.401	3458.525	3480.260	3344.326	3368.313	3506.810	3524.390	3487.694	3384.854	3447.121	3362.098	3422.302	3371.715	3657.380	3598.216	3411.896	3546.511	3484.681	3550.285	3534.055	3536.350	3532.533	3459.533	3573.808	3745.209	3557.550	3493.300	3627.701	3546.779	3562.834	3759.963	3658.738	3526.730	3578.913	3390.399	3433.271	3457.135	3425.821	3415.910	3552.588	3605.207	3452.183	3610.243	3551.438	3548.705	3573.523	3578.111	3503.231	3364.208	3421.231	3554.634	3454.555	3502.329	3514.386	3574.056	3568.054	3402.890	3367.625	3726.048	3366.046	3537.240	3642.474	3400.369	3523.796	3421.084	3513.878	3432.254	3455.198	3460.932	3498.897	3542.687	3644.087	3476.489	3646.477	3546.856	3486.318	3517.878	3460.068	3564.977	3693.747	3690.455	3655.415	3440.000
34992.199	35577.652	37277.887	37652.414	39332.172	39401.539	38196.613	38586.379	38683.156	38650.035	38028.039	38584.750	38965.328	39030.598	37971.074	37811.703	37281.062	35664.285	37270.922	37548.359	36987.762	36727.258	36297.320	36419.301	34981.668	34547.172	33814.148	34130.625	34021.551	34177.188	34429.777	34764.277	33622.594	34170.160	34980.414	35183.660	35108.898	35524.352	36147.160	36690.422	38082.887	38054.941	37794.484	39252.180	39463.457	40482.117	40994.332	40945.457	40360.465	39752.922	40277.582	40476.617	40714.312	41692.836	41652.309	41257.773	41431.465	41254.477	40355.836	40402.469	40816.785	42181.984	41607.832	41645.965	41085.070	41121.355	41222.781	40110.883	40493.922	40099.273	40810.297	40133.746	39244.082	38785.910	38096.512	39026.418	38611.184	36154.270	37934.820	37267.953	35811.746	34438.379	33169.832	31717.273	29456.938	27154.494	25142.697	21241.168	17321.777	12872.089	10319.841	8255.146	7138.793	6453.580	5947.161	5467.322	5170.542	4957.560	4724.175	4502.810	4441.457	4240.753	4298.110	3810.778	4037.312	4004.129	3925.617	3760.577	3549.503	3490.781	3699.834	3657.668	3609.141	3598.443	3351.791	3523.270	3629.751	3561.874	3577.335	3451.701	3568.616	3438.894	3516.263	3569.256	3637.331	3450.868	3443.979	3473.798	3471.902	3399.257	3350.207	3540.412	3571.486	3432.208	3458.257	3554.415	3569.478	3480.145	3485.552	3543.851	3898.696	3467.468	3547.964	3540.337	3595.984	3488.755	3352.344	3396.665	3520.112	3501.582	3216.095	3428.842	3508.274	3574.225	3689.669	3506.008	3536.978	3549.249	3464.768	3444.540	3498.349	3407.456	3409.743	3527.173	3509.938	3423.327	3396.744	3228.662	3577.288	3567.655	3461.202	3416.062	3619.532	3372.792	3525.375	3717.297	3591.975	3633.686	3491.479	3636.477	3446.999	3614.662	3545.533	3319.354	3420.468	3748.053	3456.005	3326.893	3518.151	3470.133	3517.482	3449.795	3444.941	3614.067	3492.748	3445.020	3509.917	3600.415	3541.088	3415.188	3380.760	3450.211	3701.515	3405.785	3339.041	3556.366	3535.203	3426.931	3455.320	3561.413	3605.099	3631.721	3571.390	3594.694	3595.445	3667.377	3553.569	3571.515	3597.699	3497.995	3397.917	3548.769	3619.785	3337.959	3278.186	3578.779	3735.251	3517.834	3565.995	3499.479	3316.276	3459.771	3516.146	3586.208	3519.187	3655.790	3711.957	3452.722	3364.812	3490.373	3430.542	3370.612	3416.816	3381.432	3540.869	3606.357	3487.692	3546.292	3510.541	3664.702	3365.726	3526.959	3836.802	3636.383	3404.709	3365.159	3478.079	3620.111	3687.414	3479.102	3673.148	3410.423	3531.599	3532.399	3592.897	3581.757	3535.823	3543.246	3519.136	3402.545	3412.427	3654.405	3584.698	3576.027	3545.713
35474.398	37369.625	38673.980	38961.641	38649.156	39272.586	39248.594	38565.000	37963.883	39124.402	38381.848	38338.934	37656.285	39069.371	38044.402	38218.590	38741.828	37313.648	39606.688	38002.070	37212.973	36403.707	35944.449	35671.273	34762.805	35094.148	35073.980	33512.383	34534.715	34990.199	35200.172	35192.160	34343.926	33592.309	34578.660	34066.535	34597.332	35227.688	35780.707	36943.902	38575.637	37899.340	38252.047	38915.027	39051.301	40688.730	41386.340	41983.430	41163.992	41914.402	42076.832	40512.840	41251.531	42575.277	42279.656	42194.719	43428.848	43870.977	43322.434	42573.891	42007.055	42186.703	41926.426	41878.551	41280.109	40374.797	40343.020	41796.746	42223.590	41774.914	42715.520	41117.688	40116.754	39677.652	39050.828	39327.727	38670.594	39465.512	38132.379	36835.145	37614.895	36265.801	35496.699	34498.590	33004.492	30750.564	28041.447	26316.438	22414.734	18064.502	14591.127	10483.376	8606.682	8100.896	6946.761	6156.117	5748.287	5513.214	5271.625	5122.465	4856.441	4604.090	4434.082	4302.765	4264.430	4218.664	3918.702	4020.210	3701.987	3852.095	3608.710	3661.119	3757.355	3685.497	3754.986	3393.348	3623.906	3749.987	3565.880	3395.580	3575.348	3584.157	3725.975	3698.471	3633.637	3387.813	3382.620	3461.341	3351.034	3402.975	3381.921	3765.734	3792.404	3530.222	3573.253	3612.774	3567.341	3435.854	3519.743	3451.477	3459.747	3395.224	3648.057	3595.413	3348.176	3407.571	3399.652	3457.543	3305.062	3329.345	3679.972	3600.690	3569.583	3527.292	3529.507	3484.818	3478.186	3496.924	3404.557	3455.622	3278.667	3348.395	3508.832	3564.668	3428.197	3443.743	3460.446	3536.448	3563.635	3583.996	3464.516	3064.772	3413.113	3392.950	3431.502	3520.301	3611.090	3720.775	3449.298	3573.220	3525.608	3437.716	3378.447	3474.865	3663.555	3313.772	3615.903	3530.773	3414.612	3544.395	3586.617	3574.008	3579.040	3492.053	3461.318	3650.676	3707.248	3698.763	3518.823	3537.745	3448.156	3394.883	3588.258	3612.043	3556.570	3540.584	3595.557	3506.498	3503.239	3680.443	3607.093	3724.660	3519.049	3448.391	3338.862	3444.509	3357.121	3311.331	3400.565	3430.370	3408.554	3438.281	3427.185	3703.379	3586.404	3808.473	3815.250	3637.885	3430.341	3449.617	3580.067	3464.550	3557.196	3454.528	3565.601	3548.822	3480.489	3546.804	3529.010	3466.108	3424.094	3273.325	3453.731	3478.804	3413.305	3401.023	3441.573	3502.764	3620.144	3326.242	3591.445	3271.230	3454.910	3449.911	3581.370	3495.241	3490.015	3422.651	3527.577	3506.885	3838.799	3579.774	3452.184	3482.850	3513.787	3540.878	3479.110	3359.458	3513.985	3420.020	3557.392	3731.882	3707.507	3624.503	3521.335
36306.000	36509.086	36797.578	38070.863	37051.078	38064.797	38894.781	38938.465	38662.605	40049.965	38351.625	40229.258	38918.922	39001.387	39459.023	39090.008	38514.156	38009.332	37586.824	36729.008	36862.527	36573.340	36008.777	35053.445	35112.102	34635.340	35063.918	35484.512	35094.289	34644.582	34526.594	34233.527	34440.645	36147.359	35163.012	33469.691	33899.164	35107.730	36271.668	36496.938	37451.152	37924.852	37520.270	37919.352	39186.359	40072.840	40140.758	41015.691	41194.332	40932.148	41467.180	41854.531	41108.988	41305.918	42241.203	42217.766	42000.141	41869.617	42988.512	42780.230	42662.570	42316.781	41763.703	41688.742	41751.098	42149.254	40941.977	40916.258	41297.441	40267.578	39519.406	39757.023	39522.078	40013.738	40160.262	40160.160	39212.730	39856.660	39460.168	39717.840	38851.152	38128.426	36679.145	35190.508	34082.871	33123.250	30526.619	29903.871	26667.684	22544.285	19125.012	15290.370	10922.693	8341.092	7704.751	6369.039	6123.903	5792.988	5533.438	4958.638	4719.131	4573.001	4534.637	4168.622	4334.948	4166.436	4238.241	4089.633	3977.986	3867.490	3941.920	3888.347	3636.750	3570.315	3579.277	3530.064	3619.543	3406.736	3515.119	3658.515	3510.824	3436.812	3510.351	3423.467	3526.482	3416.493	3577.968	3615.475	3500.808	3559.095	3425.615	3476.444	3487.836	3573.162	3412.413	3618.365	3537.370	3437.855	3305.662	3398.942	3545.768	3450.864	3568.275	3386.552	3311.066	3332.869	3440.590	3423.709	3324.500	3465.243	3560.599	3440.794	3467.696	3443.528	3483.367	3424.810	3618.081	3457.526	3566.990	3402.468	3399.630	3575.667	3298.798	3363.531	3651.950	3627.249	3777.690	3666.478	3500.644	3534.737	3566.571	3430.176	3517.627	3766.086	3600.814	3614.369	3502.682	3435.472	3374.071	3533.475	3678.205	3591.578	3534.070	3469.308	3518.053	3785.016	3478.041	3494.902	3295.168	3494.377	3574.468	3515.024	3354.918	3434.456	3502.915	3378.090	3351.471	3374.171	3536.087	3498.003	3486.854	3616.367	3616.849	3619.076	3544.915	3483.317	3498.845	3341.210	3324.468	3465.660	3430.258	3474.618	3547.049	3640.752	3399.337	3437.216	3553.693	3633.177	3440.056	3561.584	3433.592	3311.139	3382.872	3431.541	3503.365	3709.347	3699.924	3758.552	3733.710	3813.345	3510.219	3475.341	3573.263	3452.831	3862.966	3787.260	3512.251	3516.471	3616.751	3541.873	3657.481	3523.737	3598.614	3582.182	3501.510	3514.608	3364.136	3601.163	3566.809	3636.968	3451.870	3550.488	3690.193	3443.509	3373.368	3439.184	3556.348	3590.207	3686.750	3394.648	3773.105	3592.407	3531.939	3613.316	3551.644	3627.406	3484.963	3550.967	3557.282	3613.646	3540.914	3572.509	3524.642	3574.511	3613.902
