Time;Flux
0;3.42706228651625
0.0668333333333351;3.83175379032472
0.133433333333357;3.89638252074219
0.200033333333351;4.06961327983305
0.26911666666669;6.38527714233056
0.332966666666692;6.88931355161451
0.40003333333334;6.34594385190984
0.467183333333338;5.26620740556244
0.53370000000001;4.7220905266949
0.60005000000001;5.22887773066494
0.666900000000027;4.97257444550756
0.733700000000027;6.05991634091698
0.800466666666665;6.25787904969306
0.866900000000015;8.40218798192516
0.933700000000016;8.95997520645374
0.999800000000022;9.39704166677022
1.06638333333333;10.1873872490847
1.13373333333337;11.4718384997284
1.19953333333333;10.6705782009155
1.26706666666669;11.2681123684705
1.33295000000001;10.604671022263
1.39968333333334;8.25742241431427
1.46700000000001;11.6450866665167
1.53333333333333;9.91077752061192
1.60055000000003;6.52548984904545
1.66723333333334;9.31021118665311
1.73396666666667;10.4350724733333
1.80028333333334;11.9594213573976
1.86716666666669;12.1699613928379
1.93368333333333;11.7139036818518
2.00245000000001;8.5960243891121
2.06911666666667;12.7862752970086
2.13410000000002;8.90254380937998
2.20043333333334;11.9065612472903
2.26681666666667;7.53680294539331
2.33346666666668;10.0270583186563
2.40003333333334;14.0293367535636
2.46713333333335;8.04679512091562
2.53345000000002;10.869720448539
2.60023333333336;13.7683211320965
2.66716666666667;11.7829766986012
2.73350000000002;11.9753692836146
2.80043333333333;11.4464165914528
2.86718333333334;13.5462992039756
2.93360000000004;12.7370582760381
3.0000666666667;11.5778771948894
3.06718333333336;10.7999930066157
3.13355000000001;13.4156022788336
3.20061666666666;10.0600400423959
3.26698333333334;15.5293228368999
3.33343333333335;9.41229251153674
3.40058333333334;9.41336665951997
3.46638333333334;14.8931078385795
3.5341;13.1609837364838
3.6002666666667;11.7046618270774
3.66683333333333;12.7042568238579
3.73345000000003;12.4566449628608
3.80023333333335;9.96717591201957
3.86733333333336;10.6467480444954
3.93358333333336;9.36084540730205
4.00065000000001;10.283454986961
4.06710000000001;11.4234709311653
4.13351666666668;10.4045291362155
4.20053333333337;12.1901631048915
4.26715000000002;14.5814221406832
4.33411666666669;10.8731856431116
4.4004166666667;9.44816471878591
4.46911666666668;11.3205930296446
4.53298333333336;13.375134445765
4.60001666666668;11.0682926099452
4.66676666666669;11.5323406330519
4.73346666666666;11.3027923778472
4.80001666666666;11.8940452381712
4.86703333333335;11.4305937894821
4.93366666666668;11.3163855047733
5.00021666666669;11.4151692076022
5.06696666666667;10.2583894702451
5.13345000000004;13.1182696264257
5.20010000000002;6.18669937162991
5.26715000000002;11.2000206460419
5.33411666666669;13.0713411486898
5.40025000000003;11.4612293656396
5.46911666666668;10.824795452197
5.53578333333334;10.5747066728538
5.59978333333336;10.7785274714129
5.66716666666667;10.646748421772
5.73408333333333;8.91755329653111
5.79960000000003;10.1885313744503
5.86716666666669;8.34197522193429
5.9341;7.80689058093828
6.0002666666667;10.2754793079488
6.06688333333335;9.70281397581485
6.13368333333335;10.2738687967292
6.20003333333335;10.2211383276426
6.26676666666668;10.4824453450497
6.33363333333332;11.5656865505974
6.40023333333335;11.5030512641236
6.46716666666669;12.0246836925973
6.53370000000001;9.81354785321056
6.60003333333336;9.30658765552795
6.66673333333335;7.40026809335119
6.73368333333335;6.97925151192559
6.80053333333336;8.79188229847749
6.86698333333334;10.2383325134399
6.93341666666669;10.1915628589789
7.00023333333334;10.2742312796562
7.06716666666668;10.2011832255626
7.1337;10.3607309793352
7.20061666666666;10.4347488831984
7.26745000000003;10.6511864369565
7.33356666666668;10.7723827371189
7.40005000000002;6.12529495173152
7.46715;11.7778140981091
7.53371666666669;6.72484328970307
7.60060000000001;4.37215055767869
